SeqID	ctrl_1	6hpi_1	1dpi_1	3dpi_1	1wpi_1	2wpi_1	3wpi_1	4wpi_1	5wpi_1	6wpi_1	12wpi_1
5S_rRNA|ENSPMAT00000012108	1.279	6.447	1.155	1.723	2.102	0.234	0.773	0.821	0.572	2.335	4.525
5S_rRNA|ENSPMAT00000012110	0.826	2.981	2.116	0.968	0.785	0.582	0.985	0.808	2.206	1.116	1.895
5S_rRNA|ENSPMAT00000012112	0.427	0.000	0.000	0.000	0.000	0.235	0.000	0.442	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012114	1.706	6.550	0.000	1.391	2.108	0.933	1.188	0.995	6.388	1.199	2.046
5S_rRNA|ENSPMAT00000012122	1.077	4.622	1.382	0.335	1.310	0.581	1.983	2.106	1.119	0.000	2.478
5S_rRNA|ENSPMAT00000012128	0.403	1.625	2.306	6.224	0.788	1.166	1.525	0.820	3.463	0.890	5.063
5S_rRNA|ENSPMAT00000012134	0.347	0.000	0.000	0.713	0.280	0.118	0.451	0.169	0.000	0.000	1.006
5S_rRNA|ENSPMAT00000012137	0.078	0.000	0.286	0.343	0.000	0.000	0.111	0.000	0.000	0.291	0.000
5S_rRNA|ENSPMAT00000012139	0.739	0.000	0.858	0.343	0.000	0.038	0.514	0.000	0.000	0.000	0.168
5S_rRNA|ENSPMAT00000012141	0.263	0.000	0.286	0.000	0.000	0.120	0.337	0.170	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012149	0.340	0.000	0.352	0.000	0.030	0.000	0.319	0.000	0.000	0.000	0.192
5S_rRNA|ENSPMAT00000012150	0.162	0.000	0.291	0.000	0.000	0.117	0.216	0.829	0.581	0.000	0.512
5S_rRNA|ENSPMAT00000012152	0.822	0.380	0.364	0.238	0.041	0.183	0.270	0.176	0.474	0.176	0.744
5S_rRNA|ENSPMAT00000012154	0.000	1.625	0.000	2.421	1.051	1.049	0.872	1.148	0.000	1.483	1.013
5S_rRNA|ENSPMAT00000012158	0.706	9.578	2.859	1.716	2.888	1.265	1.107	1.811	5.673	5.238	7.579
5S_rRNA|ENSPMAT00000012159	0.314	0.000	0.286	0.343	0.525	0.690	0.332	0.329	1.135	0.000	0.505
5S_rRNA|ENSPMAT00000012161	0.700	3.168	1.904	5.046	2.092	0.575	1.110	0.994	1.135	0.579	5.007
5S_rRNA|ENSPMAT00000012163	1.462	23.112	1.382	6.369	3.407	2.787	6.280	5.184	6.717	1.146	21.314
5S_rRNA|ENSPMAT00000012164	0.564	0.000	0.000	0.346	0.263	0.466	0.981	0.820	0.000	0.000	1.519
5S_rRNA|ENSPMAT00000012165	0.421	0.000	0.478	0.000	0.000	0.000	0.168	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012166	0.471	0.000	0.858	0.000	0.525	0.230	0.221	0.000	0.000	0.291	1.011
5S_rRNA|ENSPMAT00000012167	0.793	0.000	0.183	0.255	0.000	0.000	0.548	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012176	0.931	1.693	1.145	1.406	1.343	1.406	2.294	2.193	0.000	0.913	4.570
5S_rRNA|ENSPMAT00000012177	0.235	0.000	0.227	0.173	0.256	0.067	0.208	0.092	0.111	0.000	0.149
5S_rRNA|ENSPMAT00000012179	0.154	0.000	1.106	2.347	0.262	0.116	0.220	0.162	1.119	0.860	1.487
5S_rRNA|ENSPMAT00000012184	0.340	0.000	0.352	0.000	0.030	0.000	0.319	0.000	0.000	0.000	0.192
5S_rRNA|ENSPMAT00000012186	0.564	0.000	0.576	1.383	0.788	0.000	0.436	0.328	1.154	0.297	0.506
5S_rRNA|ENSPMAT00000012187	1.962	0.000	1.429	2.402	1.313	1.265	0.775	1.317	2.836	1.746	4.547
5S_rRNA|ENSPMAT00000012192	0.392	0.000	1.715	0.000	0.263	0.000	0.221	0.000	0.000	2.037	0.000
5S_rRNA|ENSPMAT00000012196	22.704	63.358	16.275	82.412	43.681	25.642	37.725	37.767	65.246	20.557	55.577
5S_rRNA|ENSPMAT00000012200	1.683	25.850	7.704	15.833	6.817	5.211	4.481	6.497	14.045	15.350	27.802
5S_rRNA|ENSPMAT00000012203	0.080	1.612	0.289	0.000	0.263	0.117	0.110	0.164	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012204	0.157	1.596	0.572	1.716	2.363	0.920	0.996	1.646	1.702	0.291	3.537
5S_rRNA|ENSPMAT00000012207	0.392	0.000	0.000	2.402	0.263	0.460	0.111	0.988	1.135	0.291	1.516
5S_rRNA|ENSPMAT00000012209	0.570	3.332	0.581	1.405	0.265	0.117	0.867	1.174	0.596	1.495	2.039
5S_rRNA|ENSPMAT00000012212	0.560	0.000	0.289	1.723	1.051	0.934	0.662	0.821	0.572	0.584	0.503
5S_rRNA|ENSPMAT00000012214	0.233	0.000	1.142	0.673	0.785	0.000	0.444	0.166	0.567	0.869	1.001
5S_rRNA|ENSPMAT00000012216	0.308	3.130	0.843	2.014	0.782	0.232	0.994	0.493	0.564	0.863	2.497
5S_rRNA|ENSPMAT00000012220	1.199	3.223	4.332	4.134	0.788	0.817	1.214	2.135	1.716	2.627	7.541
5S_rRNA|ENSPMAT00000012223	1.127	0.000	1.322	3.228	0.785	0.698	2.079	0.808	2.206	1.395	4.264
5S_rRNA|ENSPMAT00000012224	0.000	0.000	0.572	0.686	0.000	0.000	0.000	0.000	0.000	0.000	1.516
5S_rRNA|ENSPMAT00000012225	0.231	0.000	0.553	0.335	0.524	0.116	0.220	0.324	0.000	0.860	1.983
5S_rRNA|ENSPMAT00000012227	0.146	0.985	0.215	0.000	0.000	0.000	0.166	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012228	0.782	1.322	0.162	0.008	0.000	0.000	0.278	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012229	0.240	1.612	0.000	0.000	0.000	0.000	0.221	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012232	0.454	0.509	0.000	0.000	0.000	0.000	0.011	0.117	0.000	0.004	0.000
5S_rRNA|ENSPMAT00000012234	0.340	0.000	0.352	0.000	0.030	0.000	0.319	0.000	0.000	0.000	0.192
5S_rRNA|ENSPMAT00000012235	0.311	1.584	0.000	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012236	0.560	4.835	2.021	2.756	0.263	0.467	0.662	0.657	0.572	0.584	4.525
5S_rRNA|ENSPMAT00000012237	1.838	6.447	1.733	7.924	1.839	2.686	3.311	2.792	4.576	5.254	9.552
5S_rRNA|ENSPMAT00000012238	1.608	6.773	2.005	3.164	2.148	0.937	2.294	1.856	4.237	1.217	3.047
5S_rRNA|ENSPMAT00000012241	0.000	0.000	0.865	0.000	0.263	0.350	0.000	0.164	0.000	0.593	0.000
5S_rRNA|ENSPMAT00000012242	0.725	0.000	1.441	2.766	1.840	0.700	0.763	0.656	2.886	2.077	5.569
5S_rRNA|ENSPMAT00000012244	0.311	1.584	0.000	0.000	0.000	0.000	0.111	0.000	0.567	0.000	0.501
5S_rRNA|ENSPMAT00000012246	0.612	0.000	1.926	3.299	0.787	0.811	0.546	1.299	2.809	0.853	4.878
5S_rRNA|ENSPMAT00000012248	22.434	109.558	31.450	87.556	89.841	39.358	23.222	33.773	112.412	82.683	83.878
5S_rRNA|ENSPMAT00000012251	0.422	0.210	0.158	0.092	0.000	0.000	0.124	0.000	0.196	0.000	0.045
5S_rRNA|ENSPMAT00000012259	0.206	0.000	0.000	0.428	0.122	0.000	0.243	0.127	0.020	0.000	0.428
5S_rRNA|ENSPMAT00000012260	0.000	0.000	0.286	0.000	0.263	0.230	0.332	0.165	0.000	0.000	1.516
5S_rRNA|ENSPMAT00000012261	0.162	1.637	0.582	0.348	0.000	0.233	0.108	0.000	1.742	0.000	0.512
5S_rRNA|ENSPMAT00000012265	0.197	6.843	1.526	2.014	0.538	1.056	0.573	0.384	0.868	1.333	3.550
5S_rRNA|ENSPMAT00000012266	0.487	0.000	0.000	0.696	1.581	0.466	0.756	0.497	0.000	1.798	1.535
5S_rRNA|ENSPMAT00000012268	0.237	0.000	0.000	0.713	0.000	0.000	0.233	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012273	0.822	0.380	0.364	0.238	0.041	0.183	0.270	0.176	0.474	0.176	0.744
5S_rRNA|ENSPMAT00000012275	0.400	0.000	0.000	0.001	0.000	0.000	0.000	0.071	0.000	0.307	2.274
5S_rRNA|ENSPMAT00000012281	0.560	0.000	0.578	2.067	1.051	0.701	0.773	1.314	4.576	0.876	4.525
5S_rRNA|ENSPMAT00000012286	0.639	0.000	0.866	0.345	0.000	0.000	0.110	0.164	1.144	1.168	0.000
5S_rRNA|ENSPMAT00000012289	2.040	6.385	3.431	6.863	2.626	1.380	2.656	2.798	6.240	4.365	12.127
5S_rRNA|ENSPMAT00000012292	0.372	0.985	0.150	0.000	0.000	0.000	0.089	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012301	0.622	0.000	0.286	0.000	0.000	0.000	0.333	0.000	0.000	0.000	1.502
5S_rRNA|ENSPMAT00000012304	0.390	0.000	0.000	0.000	0.734	0.000	0.515	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012305	0.157	0.000	0.286	0.000	0.263	0.230	0.553	0.494	0.567	0.000	1.011
5S_rRNA|ENSPMAT00000012312	0.471	1.596	1.144	0.000	0.525	0.805	0.553	0.823	1.135	0.000	4.042
5S_rRNA|ENSPMAT00000012313	0.778	4.752	1.142	2.691	0.523	0.230	0.555	0.497	0.000	1.448	2.503
5S_rRNA|ENSPMAT00000012315	1.099	1.596	2.001	4.804	1.838	1.380	1.439	1.975	0.567	0.873	3.032
5S_rRNA|ENSPMAT00000012316	8.636	17.214	18.550	14.433	5.998	7.640	8.285	8.052	13.538	27.052	23.476
5S_rRNA|ENSPMAT00000012318	0.000	0.000	0.000	0.874	0.000	0.000	0.152	0.000	0.000	0.000	0.130
5S_rRNA|ENSPMAT00000012319	0.157	0.000	0.572	3.088	0.525	0.230	0.443	0.165	0.567	0.000	1.011
5S_rRNA|ENSPMAT00000012320	0.289	0.000	0.509	0.000	0.000	0.000	0.177	0.000	0.000	0.441	0.000
5S_rRNA|ENSPMAT00000012323	0.893	0.000	0.431	0.271	0.271	0.000	0.234	0.657	0.000	1.416	0.000
5S_rRNA|ENSPMAT00000012325	0.073	0.000	0.258	0.628	0.000	0.000	0.111	0.000	0.550	0.000	0.925
5S_rRNA|ENSPMAT00000012326	0.959	0.000	0.289	2.412	1.314	1.051	0.773	0.164	2.288	1.168	0.503
5S_rRNA|ENSPMAT00000012327	0.341	0.000	0.288	0.351	0.000	0.000	0.331	0.334	1.234	0.000	0.000
5S_rRNA|ENSPMAT00000012331	0.690	0.000	0.000	0.173	0.256	0.000	0.000	0.000	0.000	0.000	0.149
5S_rRNA|ENSPMAT00000012334	0.351	0.000	0.000	0.283	0.273	0.000	0.577	0.162	0.553	0.000	0.000
5S_rRNA|ENSPMAT00000012338	0.242	0.000	0.576	0.000	0.263	0.000	0.327	0.000	0.000	0.000	1.519
5S_rRNA|ENSPMAT00000012343	1.462	1.637	1.164	3.478	4.215	1.166	1.728	2.653	6.969	3.596	2.558
5S_rRNA|ENSPMAT00000012347	0.731	8.187	1.164	2.087	1.581	0.233	0.540	0.663	2.904	1.199	4.605
5S_rRNA|ENSPMAT00000012349	2.544	0.713	0.859	0.000	0.402	0.119	1.857	0.324	1.642	0.563	0.661
5S_rRNA|ENSPMAT00000012350	0.247	0.000	0.000	0.000	0.332	0.000	0.539	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012353	0.975	8.187	0.873	5.564	0.527	0.933	1.836	1.326	2.323	1.199	1.535
5S_rRNA|ENSPMAT00000012354	0.630	0.000	0.204	0.000	0.000	0.000	0.375	0.053	0.206	0.000	0.000
5S_rRNA|ENSPMAT00000012356	1.610	8.122	4.035	7.608	5.519	0.816	0.872	4.265	4.618	4.154	39.999
5S_rRNA|ENSPMAT00000012359	0.000	0.000	0.000	1.424	3.480	2.669	0.000	0.120	6.883	3.851	7.450
5S_rRNA|ENSPMAT00000012363	0.157	0.000	0.291	0.343	0.000	0.115	0.443	0.000	0.000	0.000	0.505
5S_rRNA|ENSPMAT00000012365	0.589	3.041	0.000	0.000	0.000	0.278	0.750	0.162	0.000	1.421	4.390
5S_rRNA|ENSPMAT00000012368	0.822	0.380	0.364	0.238	0.041	0.183	0.270	0.176	0.474	0.176	0.744
5S_rRNA|ENSPMAT00000012370	1.099	1.596	0.858	0.686	0.788	0.575	0.664	0.494	0.000	1.164	2.021
5S_rRNA|ENSPMAT00000012371	0.311	1.584	0.000	0.336	0.262	0.230	0.333	0.000	0.000	0.290	0.000
5S_rRNA|ENSPMAT00000012372	0.334	0.000	0.404	0.000	0.263	0.001	0.405	0.000	0.709	0.000	0.097
5S_rRNA|ENSPMAT00000012376	0.528	5.591	0.435	1.520	0.623	0.460	0.148	0.724	2.572	0.000	1.516
5S_rRNA|ENSPMAT00000012386	0.250	0.000	0.000	0.000	0.000	0.000	0.560	0.000	0.567	0.000	0.000
5S_rRNA|ENSPMAT00000012389	0.426	3.488	0.861	0.714	0.000	0.235	0.557	0.000	0.624	0.629	2.005
5S_rRNA|ENSPMAT00000012390	0.000	1.864	1.133	0.003	0.000	0.153	0.492	0.001	0.000	0.472	0.168
5S_rRNA|ENSPMAT00000012393	0.235	0.000	0.227	0.173	0.256	0.067	0.208	0.092	0.111	0.000	0.149
5S_rRNA|ENSPMAT00000012394	0.407	0.000	0.000	0.702	0.795	0.587	0.108	0.000	1.193	0.000	0.000
5S_rRNA|ENSPMAT00000012398	0.422	0.210	0.158	0.092	0.000	0.000	0.124	0.000	0.196	0.000	0.045
5S_rRNA|ENSPMAT00000012399	0.480	4.835	1.444	4.134	1.314	0.467	0.773	0.821	4.576	1.168	3.016
5S_rRNA|ENSPMAT00000012400	1.311	0.000	2.811	1.343	2.868	0.695	0.884	0.986	2.820	1.727	5.994
5S_rRNA|ENSPMAT00000012403	1.020	0.000	0.572	0.000	0.000	0.345	0.000	1.152	1.135	0.291	1.011
5S_rRNA|ENSPMAT00000012406	0.080	0.000	0.289	0.000	0.788	0.234	0.331	0.000	0.572	0.584	0.000
5S_rRNA|ENSPMAT00000012408	1.491	0.000	0.691	0.807	0.000	0.158	1.125	0.910	1.487	0.000	1.066
5S_rRNA|ENSPMAT00000012409	0.240	0.000	0.289	0.000	0.000	0.350	0.331	0.164	0.000	0.292	0.000
5S_rRNA|ENSPMAT00000012410	0.354	0.000	0.478	0.286	0.271	0.241	0.570	0.484	0.000	0.838	1.315
5S_rRNA|ENSPMAT00000012414	0.254	1.693	0.859	1.406	0.269	0.117	0.109	0.844	2.421	0.000	0.000
5S_rRNA|ENSPMAT00000012421	0.157	0.000	0.000	0.343	1.050	0.000	0.221	0.329	0.000	0.000	1.011
5S_rRNA|ENSPMAT00000012425	0.078	6.385	0.858	0.343	0.000	0.230	0.664	0.494	0.567	1.455	0.505
5S_rRNA|ENSPMAT00000012428	1.875	4.997	1.744	7.376	2.384	0.704	0.975	1.342	1.193	3.587	4.079
5S_rRNA|ENSPMAT00000012433	0.292	0.000	1.033	0.942	0.527	0.348	0.222	0.161	0.000	0.000	2.311
5S_rRNA|ENSPMAT00000012436	0.218	0.000	0.509	0.306	0.529	0.586	0.558	0.321	2.192	0.839	0.904
5S_rRNA|ENSPMAT00000012439	0.805	0.000	1.441	3.458	2.103	0.933	1.198	0.492	2.886	2.670	2.532
5S_rRNA|ENSPMAT00000012448	0.175	0.000	0.000	0.722	0.578	0.482	0.338	0.692	0.000	0.332	0.000
5S_rRNA|ENSPMAT00000012452	0.340	0.000	0.352	0.000	0.030	0.000	0.319	0.000	0.000	0.000	0.192
5S_rRNA|ENSPMAT00000012453	0.379	3.010	0.000	1.634	0.782	0.232	0.440	0.642	1.117	0.279	0.481
5S_rRNA|ENSPMAT00000012454	0.630	0.000	0.204	0.000	0.000	0.000	0.375	0.053	0.206	0.000	0.000
5S_rRNA|ENSPMAT00000012455	1.519	6.447	2.021	2.412	1.576	1.518	2.649	2.628	5.720	2.627	7.541
5S_rRNA|ENSPMAT00000012456	0.560	3.223	0.578	0.689	0.525	0.234	0.662	0.164	0.000	0.292	0.503
5S_rRNA|ENSPMAT00000012461	1.099	7.982	2.573	5.490	3.676	1.495	2.324	4.609	3.971	6.984	9.095
5S_rRNA|ENSPMAT00000012462	0.639	4.835	1.733	5.168	2.365	1.635	1.766	1.807	3.432	0.876	4.525
5S_rRNA|ENSPMAT00000012472	1.569	3.193	0.858	4.804	0.263	0.460	1.439	0.823	1.135	1.746	6.569
5S_rRNA|ENSPMAT00000012474	0.146	0.985	0.215	0.000	0.000	0.000	0.166	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012477	0.356	0.000	0.744	0.000	0.000	0.000	0.000	0.567	0.679	0.000	0.000
5S_rRNA|ENSPMAT00000012479	0.078	0.000	0.000	0.686	0.000	0.345	1.107	0.165	0.000	0.000	2.526
5S_rRNA|ENSPMAT00000012482	1.334	6.385	1.429	6.176	2.100	1.725	1.107	0.988	1.702	2.910	8.084
5S_rRNA|ENSPMAT00000012485	1.039	3.223	0.866	1.378	1.051	0.234	0.552	1.150	1.716	0.292	3.016
5S_rRNA|ENSPMAT00000012488	0.644	3.249	1.729	2.075	1.314	0.233	1.090	0.656	2.886	1.187	1.013
5S_rRNA|ENSPMAT00000012489	0.702	1.861	1.399	1.458	1.191	0.628	0.818	0.543	3.363	0.341	1.447
5S_rRNA|ENSPMAT00000012492	0.480	9.670	1.155	1.378	2.102	0.701	1.435	0.164	3.432	3.794	2.514
5S_rRNA|ENSPMAT00000012493	1.234	6.260	1.405	2.350	1.304	0.695	1.215	0.493	2.820	0.863	1.998
5S_rRNA|ENSPMAT00000012499	0.137	0.000	1.018	0.000	0.000	0.000	0.192	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012500	0.564	0.000	0.288	0.000	0.000	0.000	0.109	0.000	0.577	0.297	0.000
5S_rRNA|ENSPMAT00000012505	0.146	0.985	0.215	0.000	0.000	0.000	0.166	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012510	0.154	1.565	0.281	0.000	0.261	0.116	0.110	0.493	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012513	0.630	0.000	0.204	0.000	0.000	0.000	0.375	0.053	0.206	0.000	0.000
5S_rRNA|ENSPMAT00000012514	1.415	4.244	3.110	2.858	0.813	0.482	2.620	0.484	2.747	5.588	4.823
5S_rRNA|ENSPMAT00000012516	0.340	0.000	0.352	0.000	0.030	0.000	0.319	0.000	0.000	0.000	0.192
5S_rRNA|ENSPMAT00000012518	0.938	3.826	2.185	1.562	0.298	0.788	1.007	0.717	0.644	0.934	1.320
5S_rRNA|ENSPMAT00000012521	0.325	0.000	0.291	0.696	0.000	0.117	0.216	0.166	0.000	0.899	0.000
5S_rRNA|ENSPMAT00000012523	0.161	1.625	0.576	0.346	0.000	0.466	0.763	0.000	1.154	0.297	2.025
5S_rRNA|ENSPMAT00000012527	2.843	8.187	3.202	5.216	3.161	1.749	6.588	3.316	4.065	1.798	10.744
5S_rRNA|ENSPMAT00000012530	0.000	1.864	0.000	2.378	0.000	0.153	0.000	0.175	0.000	0.472	0.168
5S_rRNA|ENSPMAT00000012532	0.822	0.380	0.364	0.238	0.041	0.183	0.270	0.176	0.474	0.176	0.744
5S_rRNA|ENSPMAT00000012533	0.549	0.000	0.000	0.343	0.000	0.000	0.332	0.000	0.567	1.164	0.000
5S_rRNA|ENSPMAT00000012534	0.615	0.000	0.369	0.172	0.000	0.000	0.145	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012541	0.751	4.421	1.038	3.479	1.826	0.927	1.983	1.772	4.392	1.961	3.762
5S_rRNA|ENSPMAT00000012544	1.099	0.000	1.715	2.745	1.313	1.380	0.443	1.152	2.836	2.910	5.558
5S_rRNA|ENSPMAT00000012546	1.439	13.546	1.145	5.273	6.982	1.640	1.639	1.856	1.816	0.609	10.156
5S_rRNA|ENSPMAT00000012548	0.422	0.210	0.158	0.092	0.000	0.000	0.124	0.000	0.196	0.000	0.045
5S_rRNA|ENSPMAT00000012549	1.491	1.596	3.717	5.147	4.463	2.874	1.107	2.140	3.404	6.984	8.590
5S_rRNA|ENSPMAT00000012553	0.451	2.948	0.519	1.265	0.782	0.348	0.441	0.161	0.549	0.560	2.351
5S_rRNA|ENSPMAT00000012554	0.000	0.000	0.000	0.365	0.000	0.000	0.000	0.000	0.000	1.038	1.061
5S_rRNA|ENSPMAT00000012561	24.543	140.211	7.187	80.121	33.019	19.506	25.228	26.084	78.360	9.456	93.682
5S_rRNA|ENSPMAT00000012564	0.108	0.717	0.000	0.000	0.000	0.000	0.281	0.000	0.000	0.000	0.447
5S_rRNA|ENSPMAT00000012565	2.691	0.000	1.938	0.000	0.000	0.000	0.321	0.000	0.000	0.000	0.420
5S_rRNA|ENSPMAT00000012566	0.778	3.168	2.284	3.027	2.354	0.805	1.657	0.828	3.971	2.316	3.505
5S_rRNA|ENSPMAT00000012568	0.822	0.380	0.364	0.238	0.041	0.183	0.270	0.176	0.474	0.176	0.744
5S_rRNA|ENSPMAT00000012571	0.742	0.000	1.153	2.111	1.057	0.471	1.632	1.007	2.399	1.521	1.529
5S_rRNA|ENSPMAT00000012578	0.320	0.000	0.578	0.345	0.000	0.000	0.110	0.164	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012579	3.097	14.992	3.779	7.727	1.854	1.643	3.358	2.181	8.945	3.289	11.727
5S_rRNA|ENSPMAT00000012581	0.596	0.091	0.977	0.000	0.330	0.001	0.309	0.000	1.351	0.341	0.130
5S_rRNA|ENSPMAT00000012583	2.022	6.336	1.999	1.682	2.354	1.150	2.663	0.994	1.702	2.895	4.506
5S_rRNA|ENSPMAT00000012585	0.362	0.000	0.000	0.000	0.000	0.000	0.665	0.165	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012596	2.893	0.000	1.014	0.000	0.000	0.000	0.313	0.854	0.002	0.000	0.000
5S_rRNA|ENSPMAT00000012597	0.437	0.000	0.254	0.306	0.000	0.000	0.112	0.000	0.548	0.280	0.000
5S_rRNA|ENSPMAT00000012600	0.322	0.000	0.574	0.000	0.000	0.000	0.000	0.191	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012602	0.000	1.596	0.858	0.000	0.000	0.000	0.000	0.165	0.000	0.291	0.505
5S_rRNA|ENSPMAT00000012607	0.706	4.789	0.572	2.745	0.525	0.230	1.328	0.988	6.240	1.455	5.558
5S_rRNA|ENSPMAT00000012610	0.799	0.000	2.599	3.101	0.788	0.234	0.331	1.150	1.144	3.211	4.022
5S_rRNA|ENSPMAT00000012617	0.327	0.000	0.000	0.380	0.165	0.127	0.164	0.000	0.000	0.341	0.000
5S_rRNA|ENSPMAT00000012618	0.244	0.000	1.164	1.043	0.263	0.350	0.540	0.000	0.000	0.000	1.535
5S_rRNA|ENSPMAT00000012620	0.104	0.000	0.000	0.345	0.525	0.421	0.456	0.493	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012624	0.000	0.000	0.000	1.338	0.000	1.017	0.000	0.000	0.000	0.000	1.061
5S_rRNA|ENSPMAT00000012632	2.738	4.873	4.035	3.458	6.045	1.749	6.428	4.593	10.390	4.450	12.658
5S_rRNA|ENSPMAT00000012635	0.471	1.596	0.286	2.402	2.100	1.495	1.660	1.481	1.135	1.746	1.516
5S_rRNA|ENSPMAT00000012637	0.080	3.223	0.289	0.345	0.263	0.234	0.221	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012641	0.322	0.000	0.288	1.383	2.891	1.632	0.981	0.820	0.000	0.000	0.506
5S_rRNA|ENSPMAT00000012657	0.483	0.000	0.865	1.729	0.263	0.350	1.090	0.984	1.154	0.297	2.025
5S_rRNA|ENSPMAT00000012658	0.422	0.210	0.158	0.092	0.000	0.000	0.124	0.000	0.196	0.000	0.045
5S_rRNA|ENSPMAT00000012660	3.139	9.578	6.290	13.039	6.826	4.944	3.320	7.078	18.720	12.222	23.748
5S_rRNA|ENSPMAT00000012668	0.247	1.682	0.864	0.704	0.529	0.942	1.197	1.510	0.000	0.609	1.529
5S_rRNA|ENSPMAT00000012671	0.717	0.000	1.719	2.655	0.805	0.000	0.675	2.104	1.095	0.845	1.321
5S_rRNA|ENSPMAT00000012673	0.938	6.908	0.864	2.108	1.614	0.235	0.773	1.169	2.468	3.745	5.554
5S_rRNA|ENSPMAT00000012676	0.322	0.000	0.288	0.000	0.000	0.000	0.218	0.164	0.577	0.297	1.519
5S_rRNA|ENSPMAT00000012678	0.341	1.744	3.730	7.139	3.832	2.116	1.561	2.355	9.991	5.979	9.024
5S_rRNA|ENSPMAT00000012681	11.103	54.772	13.491	23.161	11.735	6.830	8.617	8.710	27.077	23.598	37.961
5S_rRNA|ENSPMAT00000012682	0.489	0.000	0.581	0.000	0.000	0.000	0.325	0.503	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012684	0.799	1.612	2.021	6.546	0.525	0.817	2.539	2.792	2.288	4.378	4.022
5S_rRNA|ENSPMAT00000012690	2.295	4.061	1.729	8.148	2.234	1.378	3.922	2.010	3.463	2.670	5.513
5S_rRNA|ENSPMAT00000012693	0.978	3.332	1.163	4.215	0.795	1.408	1.083	1.510	2.982	2.093	4.079
5S_rRNA|ENSPMAT00000012694	2.445	4.997	3.198	5.971	1.324	0.117	2.492	1.342	1.789	1.196	7.138
5S_rRNA|ENSPMAT00000012696	0.812	1.637	0.582	1.739	2.371	0.117	1.404	0.497	1.742	0.000	1.535
5S_rRNA|ENSPMAT00000012699	0.273	0.000	0.472	0.000	0.000	0.000	0.375	0.072	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012704	0.157	0.000	1.429	0.343	0.000	0.115	0.443	0.165	1.135	1.746	0.000
5S_rRNA|ENSPMAT00000012710	0.778	0.000	0.286	1.346	2.092	0.575	1.220	0.994	1.702	0.579	1.502
5S_rRNA|ENSPMAT00000012714	0.076	0.000	0.000	0.327	0.261	0.464	0.989	0.321	1.117	0.000	0.000
5S_rRNA|ENSPMAT00000012715	1.562	0.000	0.455	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012717	1.679	6.447	0.289	3.101	1.051	0.817	0.552	0.657	1.716	2.043	2.514
5S_rRNA|ENSPMAT00000012718	0.822	0.380	0.364	0.238	0.041	0.183	0.270	0.176	0.474	0.176	0.744
5S_rRNA|ENSPMAT00000012719	0.340	0.000	0.352	0.000	0.030	0.000	0.319	0.000	0.000	0.000	0.192
5S_rRNA|ENSPMAT00000012720	0.314	0.000	0.572	0.000	0.000	0.345	0.332	0.165	0.000	0.291	1.011
5S_rRNA|ENSPMAT00000012721	0.371	0.000	0.000	0.343	0.000	0.000	0.352	0.000	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012726	0.406	3.275	0.291	1.043	0.263	0.117	0.648	0.663	0.000	0.000	0.000
5S_rRNA|ENSPMAT00000012728	1.400	1.584	2.855	0.673	1.308	1.610	1.886	1.325	3.404	3.764	4.006
5S_rRNA|ENSPMAT00000012730	0.070	1.397	0.690	0.557	0.000	0.000	0.345	0.647	0.000	0.000	0.420
5S_rRNA|ENSPMAT00000012733	0.235	0.000	0.000	0.000	0.000	0.000	0.111	0.329	0.567	0.000	1.011
5S_rRNA|ENSPMAT00000012738	0.650	1.637	0.582	0.348	0.000	0.000	0.216	0.166	0.000	1.498	0.512
5S_rRNA|ENSPMAT00000012741	0.630	0.000	0.204	0.000	0.000	0.000	0.375	0.053	0.206	0.000	0.000
