SeqID	tissues	sham+4days_1	sham+4days_2	SCI+4days_1	SCI+4days_2	SCI+4days_3
ACSL6|XM_034778593.1|mRNA	0.850	2.944	18.112	8.140	0.002	14.392
ACSL6|XM_034778594.1|mRNA	0.000	1.138	0.019	0.557	10.031	0.000
ACSS1|XM_034763935.1|mRNA	1.504	6.291	10.357	13.390	11.147	6.530
ACSS2|XM_034786960.1|mRNA	3.595	5.593	36.738	22.742	36.342	18.451
ACSS2|XM_034786961.1|mRNA	1.236	5.236	24.981	4.850	12.331	33.157
ACSS3|XM_034772167.1|mRNA	7.267	3.004	8.761	10.464	9.014	5.757
ACTA1|XM_034765126.1|mRNA	0.579	1.935	21.326	4.138	16.040	13.136
ACTA2|XM_034775984.1|mRNA	1.246	0.266	5.437	0.000	0.000	23.093
ACTA2|XM_034775985.1|mRNA	1.333	0.509	9.587	9.727	30.452	30.281
ACTB|XM_034783321.1|mRNA	194.917	255.722	842.887	2092.820	1589.310	2751.350
ACTC1|XM_034768918.1|mRNA	0.256	0.731	11.015	2.556	6.125	7.340
ACTC1|XM_034768919.1|mRNA	0.000	0.000	0.000	0.000	0.000	5.963
ACTG1|XM_034789798.1|mRNA	94.699	151.273	2958.570	411.327	2509.820	4549.470
ACTG1|XM_034789799.1|mRNA	91.713	122.693	223.591	352.782	1451.250	233.400
ACTG2|XM_034761724.1|mRNA	0.653	0.145	4.083	2.929	9.814	18.901
ACTL6A|XM_034780772.1|mRNA	1.882	2.805	13.245	9.551	18.618	18.849
ACTL7A|XM_034774392.1|mRNA	0.073	0.163	2.181	0.073	1.697	2.323
ACTN1|XM_034767982.1|mRNA	17.056	7.931	27.175	41.514	53.625	83.865
ACTN4|XM_034791749.1|mRNA	3.028	2.493	3.125	12.357	33.842	24.703
ACTN4|XM_034791750.1|mRNA	4.417	15.506	33.174	51.219	34.530	39.413
ACTN4|XM_034791751.1|mRNA	1.269	2.504	14.202	6.751	8.841	7.875
ACTN4|XM_034791752.1|mRNA	1.108	1.544	1.478	7.014	8.154	5.382
ACTR10|XM_034769023.1|mRNA	13.483	22.385	166.110	49.891	188.067	170.471
ACTR1A|XM_034775835.1|mRNA	1.689	3.967	12.280	14.587	5.257	13.380
ACTR1A|XM_034775836.1|mRNA	12.692	30.379	13.347	72.848	39.776	32.102
ACTR1B|XM_034761638.1|mRNA	1.700	2.228	23.557	7.598	44.551	28.212
ACTR2|XM_034764226.1|mRNA	1.007	2.513	0.000	2.233	0.779	0.001
ACTR2|XM_034764227.1|mRNA	2.324	4.275	31.937	24.509	51.998	58.087
ACTR3B|XM_034759980.1|mRNA	1.521	6.286	30.993	11.514	22.752	20.963
ACTR3B|XM_034759981.1|mRNA	0.189	0.510	1.728	0.000	3.496	0.000
ACTR3B|XM_034759982.1|mRNA	0.000	0.526	2.096	3.429	8.136	1.871
ACTR3|XM_034785798.1|mRNA	10.150	20.466	90.422	86.936	154.651	181.199
ACTR5|XM_034787535.1|mRNA	1.022	1.672	11.192	4.144	15.306	16.989
ACTR6|XM_034773543.1|mRNA	3.776	2.958	12.352	14.108	20.309	8.412
ACTR6|XM_034773553.1|mRNA	4.718	9.106	39.447	23.960	47.425	50.137
ACTR8|XM_034775603.1|mRNA	4.130	12.957	61.128	29.033	56.927	46.024
ACVR1B|XM_034792212.1|mRNA	2.479	6.057	10.011	19.073	13.931	13.296
ACVR1C|XM_034786447.1|mRNA	1.176	0.142	0.289	1.837	0.000	0.399
ACVR1|XM_034785541.1|mRNA	0.182	0.790	0.000	1.758	0.000	1.310
ACVR1|XM_034785542.1|mRNA	2.091	3.843	48.601	14.042	59.084	49.129
ACVR2A|XM_034785164.1|mRNA	0.000	4.708	5.289	7.755	3.277	2.396
ACVR2A|XM_034785165.1|mRNA	2.809	2.106	28.759	4.922	26.453	20.349
ACVR2B|XM_034759946.1|mRNA	0.895	2.997	16.908	4.468	11.460	10.344
ACVRL1|XM_034792375.1|mRNA	0.430	1.003	2.817	3.343	6.045	5.145
ACY1|XM_034776736.1|mRNA	0.457	0.682	0.000	0.000	0.000	0.000
ACY1|XM_034776737.1|mRNA	1.454	0.000	2.902	1.418	4.842	4.390
ACY3|XM_034768925.1|mRNA	0.151	0.067	1.382	1.577	3.935	2.393
ACYP1|XM_034768505.1|mRNA	4.446	8.488	18.717	17.028	19.570	21.124
ACYP1|XM_034768506.1|mRNA	2.739	7.705	51.994	10.865	40.666	44.605
ACYP1|XM_034768507.1|mRNA	2.004	2.819	0.000	4.865	27.835	9.298
ACYP2|XM_034764387.1|mRNA	1.280	1.924	10.340	3.002	10.438	1.703
ACYP2|XM_034764390.1|mRNA	1.716	3.940	11.871	5.042	13.647	26.852
ACYP2|XM_034764391.1|mRNA	0.000	0.275	0.561	0.327	0.000	0.000
ACYP2|XM_034764395.1|mRNA	0.174	0.333	0.000	2.818	0.000	1.314
ADA2|XM_034781264.1|mRNA	0.995	0.000	0.000	4.695	0.000	0.000
ADA2|XM_034781274.1|mRNA	0.000	0.000	3.543	0.000	0.000	0.000
ADA2|XM_034781284.1|mRNA	0.001	1.404	0.107	0.000	7.002	7.771
ADAD1|XM_034772669.1|mRNA	0.345	1.540	3.914	0.972	3.186	0.751
ADAL|XM_034784711.1|mRNA	2.052	7.050	13.073	12.427	7.504	10.873
ADAM10|XM_034783194.1|mRNA	8.052	20.158	89.532	73.743	105.181	114.229
ADAM11|XM_034756189.1|mRNA	0.810	1.446	2.624	1.765	1.431	1.257
ADAM12|XM_034775646.1|mRNA	0.437	2.796	10.795	4.898	6.778	6.371
ADAM15|XM_034792609.1|mRNA	0.181	0.000	6.912	0.542	4.352	1.531
ADAM17|XM_034766485.1|mRNA	2.962	10.741	65.896	46.705	77.415	67.423
ADAM19|XM_034779567.1|mRNA	0.151	1.144	1.122	1.960	3.271	1.884
ADAM22|XM_034760385.1|mRNA	7.030	19.729	35.487	32.599	24.388	19.111
ADAM23|XM_034786473.1|mRNA	0.960	4.025	29.685	5.613	24.103	11.187
ADAM23|XM_034786474.1|mRNA	1.886	11.637	53.152	14.629	31.978	17.497
ADAM23|XM_034786475.1|mRNA	0.809	2.178	18.351	3.386	7.001	5.681
ADAM23|XM_034786476.1|mRNA	0.570	1.535	5.977	1.217	9.086	9.313
ADAM23|XM_034786477.1|mRNA	0.546	0.422	0.665	0.876	0.000	0.000
ADAM23|XM_034786478.1|mRNA	0.093	0.093	1.742	0.000	0.644	1.094
ADAM23|XR_004647747.1|transcript	0.524	2.533	5.862	6.820	4.223	4.898
ADAM33|XM_034772285.1|mRNA	0.431	1.034	6.036	4.961	8.012	11.173
ADAM8|XM_034777324.1|mRNA	0.065	0.000	0.000	3.911	13.798	10.998
ADAM8|XM_034777325.1|mRNA	0.150	0.000	0.000	0.000	0.000	5.099
ADAM8|XM_034777326.1|mRNA	0.000	0.090	0.900	3.772	0.000	3.708
ADAM9|XM_034762013.1|mRNA	3.712	13.060	43.579	50.101	58.538	54.916
ADAMTS10|XM_034755274.1|mRNA	0.124	0.333	0.549	1.821	0.248	0.478
ADAMTS13|XM_034793926.1|mRNA	0.288	0.249	0.201	0.115	0.000	0.268
ADAMTS14|XM_034776551.1|mRNA	0.066	0.294	0.525	0.813	0.000	0.400
ADAMTS15|XM_034754650.1|mRNA	0.068	0.334	0.963	1.840	0.535	0.819
ADAMTS15|XR_004643662.1|transcript	0.000	0.075	1.297	0.000	0.414	1.318
ADAMTS17|XM_034784572.1|mRNA	0.132	1.284	1.955	1.548	1.298	1.518
ADAMTS18|XM_034788885.1|mRNA	0.183	1.790	0.265	1.976	0.000	1.634
ADAMTS18|XM_034788886.1|mRNA	0.073	0.220	3.855	0.000	2.081	1.105
ADAMTS19|XM_034773246.1|mRNA	0.145	0.412	1.227	0.761	1.309	1.121
ADAMTS1|XM_034793137.1|mRNA	1.441	2.190	25.493	21.314	37.800	36.174
ADAMTS20|XM_034769780.1|mRNA	0.000	0.389	1.120	0.439	0.000	0.000
ADAMTS20|XM_034769798.1|mRNA	0.066	0.000	0.000	0.000	1.006	0.000
ADAMTS20|XM_034769810.1|mRNA	0.103	0.000	0.000	0.000	0.000	1.612
ADAMTS20|XM_034769819.1|mRNA	0.000	0.782	2.882	1.538	0.000	0.000
ADAMTS2|XM_034778500.1|mRNA	0.276	0.312	13.802	2.743	3.073	2.380
ADAMTS2|XM_034778501.1|mRNA	0.352	2.209	0.044	2.803	3.938	3.008
ADAMTS3|XM_034771735.1|mRNA	0.864	2.378	9.392	8.397	9.862	8.150
ADAMTS4|XM_034756487.1|mRNA	0.273	1.146	7.541	5.155	14.384	13.220
ADAMTS5|XM_034793147.1|mRNA	0.343	0.724	3.159	13.190	28.614	23.826
ADAMTS6|XM_034773659.1|mRNA	0.054	0.504	2.124	3.384	7.060	5.590
ADAMTS7|XM_034784954.1|mRNA	1.399	1.584	3.966	4.918	2.961	0.000
ADAMTS7|XM_034784955.1|mRNA	0.000	0.000	0.000	0.000	0.000	3.406
ADAMTS7|XM_034784956.1|mRNA	0.000	0.037	1.409	0.114	0.000	0.000
ADAMTS8|XM_034754751.1|mRNA	0.013	0.262	1.287	1.038	0.962	0.925
ADAMTS9|XM_034775562.1|mRNA	1.576	2.233	3.867	3.140	1.736	1.250
ADAMTSL1|XM_034773215.1|mRNA	0.164	0.000	1.407	1.798	0.000	0.000
ADAMTSL1|XM_034773216.1|mRNA	0.000	0.157	0.767	0.000	0.000	1.045
ADAMTSL1|XM_034773217.1|mRNA	0.000	0.864	3.672	0.000	4.424	2.244
ADAMTSL2|XM_034752146.1|mRNA	0.018	0.197	1.150	1.063	1.025	0.789
ADAMTSL3|XM_034783740.1|mRNA	0.143	0.000	4.139	0.000	1.148	0.979
ADAMTSL3|XM_034783741.1|mRNA	0.043	1.308	1.135	0.000	0.336	0.307
ADAMTSL3|XM_034783742.1|mRNA	0.261	0.757	0.003	1.674	2.124	1.750
ADAMTSL3|XM_034783743.1|mRNA	0.031	0.000	0.000	2.981	1.195	0.000
ADAMTSL3|XM_034783744.1|mRNA	0.058	0.000	0.657	0.000	0.000	0.302
ADAMTSL4|XM_034756408.1|mRNA	0.078	0.038	3.530	1.729	3.420	2.945
ADAMTSL5|XM_034755267.1|mRNA	0.000	0.697	0.511	0.607	0.850	0.000
ADAP1|XM_034784411.1|mRNA	3.415	27.647	27.214	48.592	15.870	16.863
ADAP2|XM_034790508.1|mRNA	0.124	0.116	0.000	0.000	0.862	0.000
ADARB1|XM_034786335.1|mRNA	0.153	0.000	2.710	0.504	0.000	0.000
ADARB1|XM_034786336.1|mRNA	0.000	0.000	16.554	0.000	16.748	13.038
ADARB1|XM_034786337.1|mRNA	1.778	5.199	7.913	12.473	3.467	2.419
ADARB1|XM_034786341.1|mRNA	0.443	0.000	0.000	0.637	0.000	0.000
ADARB1|XM_034786344.1|mRNA	0.701	1.348	2.060	5.673	0.000	0.000
ADARB1|XM_034786345.1|mRNA	0.555	4.000	0.000	2.242	0.000	0.436
ADARB2|XM_034760060.1|mRNA	1.608	3.708	11.319	5.860	5.227	5.952
ADAR|XM_034792051.1|mRNA	3.434	5.867	11.404	15.926	13.269	12.762
ADAT1|XM_034788184.1|mRNA	0.277	0.158	1.412	1.036	1.565	1.853
ADAT1|XM_034788185.1|mRNA	0.607	1.609	2.939	8.444	6.555	11.007
ADAT1|XM_034788186.1|mRNA	0.000	0.418	1.467	0.927	3.138	0.000
ADAT1|XM_034788187.1|mRNA	0.232	1.144	3.518	2.988	1.634	2.200
ADAT1|XM_034788188.1|mRNA	0.653	1.236	15.179	1.170	5.043	0.443
ADAT2|XM_034765504.1|mRNA	3.300	6.787	43.732	9.446	36.513	38.893
ADAT2|XR_004645099.1|transcript	0.056	0.371	1.047	0.988	1.132	0.285
ADAT3|XM_034757054.1|mRNA	0.324	0.000	3.395	0.000	0.000	4.130
ADCK1|XM_034769261.1|mRNA	0.235	1.593	0.565	2.594	0.000	0.000
ADCK1|XM_034769262.1|mRNA	0.241	2.878	11.251	3.687	5.781	6.408
ADCK2|XM_034779427.1|mRNA	0.525	1.050	6.850	2.212	5.124	2.506
ADCK2|XM_034779436.1|mRNA	0.371	0.733	0.357	1.122	0.000	0.615
ADCK5|XM_034763770.1|mRNA	0.747	0.411	4.067	0.968	5.756	4.260
ADCY1|XM_034761297.1|mRNA	0.521	2.755	7.609	3.188	4.435	3.018
ADCY3|XM_034766774.1|mRNA	0.528	1.062	3.758	7.286	9.984	8.679
ADCY3|XM_034766775.1|mRNA	0.763	1.670	5.589	0.000	0.000	0.002
ADCY5|XM_034786097.1|mRNA	0.004	3.872	13.753	7.769	8.723	5.560
ADCY5|XM_034786099.1|mRNA	0.022	1.044	1.046	0.000	0.001	0.000
ADCY6|XM_034793215.1|mRNA	1.080	1.109	0.414	2.473	0.884	0.811
ADCY7|XM_034788880.1|mRNA	0.000	1.011	0.000	5.682	11.665	0.000
ADCY7|XM_034788881.1|mRNA	1.884	5.421	24.194	11.158	21.449	22.812
ADCY8|XM_034763626.1|mRNA	1.083	2.900	14.393	6.034	10.826	4.554
ADCY8|XM_034763627.1|mRNA	0.000	3.598	14.273	3.150	6.188	11.591
ADCY9|XM_034783826.1|mRNA	0.987	3.335	2.921	2.789	4.465	2.847
ADCY9|XM_034783827.1|mRNA	0.199	1.954	12.060	7.913	6.799	8.738
ADCYAP1R1|XM_034759874.1|mRNA	0.000	0.000	0.002	0.000	0.266	1.532
ADCYAP1R1|XM_034759875.1|mRNA	0.871	2.452	26.231	10.863	0.000	14.324
ADCYAP1R1|XM_034759876.1|mRNA	0.000	2.746	0.034	7.123	14.647	0.110
ADCYAP1R1|XM_034759877.1|mRNA	0.481	0.840	15.312	0.366	0.590	4.088
ADCYAP1R1|XM_034759878.1|mRNA	0.000	0.000	20.293	0.000	0.000	19.209
ADCYAP1R1|XM_034759879.1|mRNA	0.000	0.000	0.002	0.000	17.759	5.759
ADCYAP1R1|XM_034759880.1|mRNA	1.187	11.702	29.751	25.898	45.527	16.861
ADCYAP1|XM_034762724.1|mRNA	3.525	11.745	65.232	91.753	200.243	204.467
ADCYAP1|XM_034762725.1|mRNA	13.986	41.761	153.546	204.180	272.314	259.524
ADD1|XM_034771434.1|mRNA	0.809	0.511	0.937	0.816	0.000	0.000
ADD1|XM_034771439.1|mRNA	1.868	7.241	33.536	12.475	16.775	7.030
ADD1|XM_034771441.1|mRNA	0.883	0.009	0.035	12.409	0.336	11.321
ADD1|XM_034771442.1|mRNA	5.876	18.099	117.256	27.748	117.483	52.052
ADD1|XM_034771443.1|mRNA	4.935	14.264	80.239	14.355	64.977	41.900
ADD1|XM_034771444.1|mRNA	9.752	60.359	328.586	116.106	214.507	166.476
ADD1|XM_034771446.1|mRNA	0.027	0.000	0.000	3.225	0.000	0.000
ADD1|XM_034771447.1|mRNA	1.913	21.415	1.852	24.101	0.000	0.000
ADD1|XM_034771449.1|mRNA	1.285	1.057	0.000	0.564	0.000	0.002
ADD1|XM_034771450.1|mRNA	6.223	31.285	13.193	72.877	17.400	6.057
ADD2|XM_034759531.1|mRNA	1.869	9.999	13.780	13.663	6.913	6.422
ADD3|XM_034775285.1|mRNA	3.948	21.986	20.545	23.345	70.983	0.956
ADD3|XM_034775287.1|mRNA	0.000	0.000	0.006	0.000	9.314	0.000
ADD3|XM_034775289.1|mRNA	0.000	0.000	0.000	5.024	0.000	19.710
ADD3|XM_034775290.1|mRNA	4.954	12.723	105.121	23.447	106.332	9.088
ADD3|XM_034775291.1|mRNA	5.603	18.338	92.549	13.928	22.085	20.173
ADD3|XM_034775292.1|mRNA	0.424	0.000	1.113	0.000	0.153	5.225
ADD3|XM_034775293.1|mRNA	6.942	20.422	113.482	68.282	0.932	172.261
ADGB|XM_034765467.1|mRNA	0.488	2.145	12.819	4.161	10.035	6.267
ADGRA1|XM_034776097.1|mRNA	0.689	1.455	3.425	1.831	1.656	3.433
ADGRA1|XM_034776098.1|mRNA	2.321	7.979	39.257	7.296	29.653	30.902
ADGRA2|XM_034761956.1|mRNA	1.266	5.201	6.573	13.704	8.025	5.371
ADGRA3|XM_034770685.1|mRNA	0.194	0.138	0.247	1.752	2.086	2.190
ADGRA3|XM_034770687.1|mRNA	0.000	0.000	1.445	0.953	0.000	2.419
ADGRA3|XM_034770688.1|mRNA	0.769	1.329	13.083	0.493	16.903	14.596
ADGRA3|XM_034770690.1|mRNA	0.748	2.897	7.160	5.566	1.861	4.020
ADGRB1|XM_034763711.1|mRNA	1.759	6.519	13.000	17.205	13.199	9.351
ADGRB2|XM_034754222.1|mRNA	1.172	2.055	8.264	3.733	6.751	5.666
ADGRB3|XM_034766231.1|mRNA	2.652	9.632	40.620	14.367	27.343	22.661
ADGRD1|XM_034791144.1|mRNA	0.000	0.363	3.446	6.141	0.000	0.000
ADGRD1|XM_034791146.1|mRNA	1.484	2.768	8.423	3.270	7.212	8.402
ADGRD2|XM_034752033.1|mRNA	0.423	4.048	14.774	14.324	22.452	19.166
ADGRE5|XM_034792835.1|mRNA	0.445	0.337	0.538	1.447	3.674	3.240
ADGRF5|XM_034766627.1|mRNA	1.219	0.298	0.000	0.105	0.000	0.000
ADGRF5|XM_034766630.1|mRNA	0.351	0.000	0.000	1.185	0.000	0.000
ADGRF5|XM_034766632.1|mRNA	0.754	1.012	2.361	1.912	2.066	2.974
ADGRG1|XM_034788609.1|mRNA	0.000	0.309	1.579	6.538	4.003	1.075
ADGRG1|XM_034788610.1|mRNA	1.654	3.376	21.661	19.892	36.032	35.690
ADGRG1|XM_034788611.1|mRNA	0.059	0.000	0.565	17.891	10.285	1.336
ADGRG2|XM_034755783.1|mRNA	0.000	0.000	0.001	0.000	1.174	0.000
ADGRG2|XM_034755793.1|mRNA	0.231	0.104	2.017	0.461	0.000	0.000
ADGRG2|XM_034755802.1|mRNA	1.703	5.973	10.496	11.736	13.483	9.836
ADGRG3|XM_034788669.1|mRNA	0.115	0.062	0.622	1.149	1.039	0.428
ADGRG5|XM_034788919.1|mRNA	0.120	0.160	0.535	0.834	0.669	0.736
ADGRG6|XM_034765518.1|mRNA	1.582	1.707	7.254	3.184	0.188	2.530
ADGRG6|XM_034765519.1|mRNA	0.295	0.000	0.000	0.000	3.492	0.965
ADGRG6|XM_034765520.1|mRNA	0.494	0.261	0.136	0.800	0.000	0.000
ADGRG7|XM_034790133.1|mRNA	0.709	0.021	0.106	0.707	0.000	0.146
ADGRL1|XM_034791918.1|mRNA	0.987	1.883	1.528	5.866	1.908	1.749
ADGRL2|XM_034779313.1|mRNA	1.135	5.871	27.730	9.008	19.785	16.800
ADGRL2|XM_034779315.1|mRNA	0.084	0.226	0.972	0.388	0.572	0.329
ADGRL2|XM_034779320.1|mRNA	0.000	0.003	2.019	1.107	0.000	0.000
ADGRL2|XM_034779322.1|mRNA	0.000	0.100	0.000	0.399	1.411	0.000
ADGRL2|XM_034779325.1|mRNA	1.797	1.356	1.427	0.000	0.000	0.015
ADGRL2|XM_034779327.1|mRNA	0.000	0.148	4.420	2.501	3.851	6.218
ADGRL2|XM_034779328.1|mRNA	0.198	0.877	0.664	1.676	0.738	1.075
ADGRL2|XM_034779330.1|mRNA	0.046	0.158	0.333	0.860	0.253	1.027
ADGRL2|XM_034779335.1|mRNA	0.000	0.274	0.277	0.674	0.467	0.000
ADGRL2|XM_034779336.1|mRNA	0.323	0.571	0.436	2.613	0.568	1.050
ADGRL3|XM_034772562.1|mRNA	2.963	15.540	52.388	32.106	43.095	34.937
ADGRL4|XM_034778738.1|mRNA	3.439	4.566	7.507	15.465	7.941	11.721
ADGRL4|XM_034778739.1|mRNA	2.660	3.841	8.348	11.306	7.810	14.332
ADGRL4|XM_034778740.1|mRNA	0.345	1.723	0.319	1.661	0.000	0.474
ADGRV1|XM_034773174.1|mRNA	1.154	2.913	5.176	6.521	6.526	7.037
ADI1|XM_034766435.1|mRNA	16.962	11.045	46.473	22.896	46.744	75.544
ADIG|XM_034787877.1|mRNA	0.368	0.848	5.009	1.283	1.402	1.537
ADIPOQ|XM_034782175.1|mRNA	0.085	0.262	3.976	0.565	1.612	2.123
ADIPOR1|XM_034767777.1|mRNA	1.338	2.219	0.000	1.986	25.767	5.527
ADIPOR1|XM_034767778.1|mRNA	4.281	6.650	64.999	21.386	60.598	71.085
ADIPOR2|XM_034780911.1|mRNA	0.454	1.629	0.000	7.232	0.000	0.473
ADIPOR2|XM_034780925.1|mRNA	6.722	11.705	54.308	32.626	57.551	45.285
ADIRF|XM_034777834.1|mRNA	0.174	2.238	17.511	6.073	38.251	63.168
ADK|XM_034775504.1|mRNA	12.779	9.471	72.863	28.364	78.305	72.209
ADK|XM_034775505.1|mRNA	3.188	3.526	1.181	2.645	1.279	0.910
ADK|XM_034775506.1|mRNA	0.231	0.946	2.093	1.370	3.569	1.511
ADM2|XM_034762787.1|mRNA	0.000	0.000	1.779	0.000	14.631	15.407
ADM|XM_034770034.1|mRNA	0.981	2.446	20.778	16.721	61.799	81.469
ADNP2|XM_034762456.1|mRNA	1.311	2.137	7.113	6.341	7.755	2.541
ADNP2|XM_034762457.1|mRNA	0.326	1.976	2.213	3.283	0.009	2.579
ADNP2|XM_034762458.1|mRNA	0.000	0.000	0.563	0.733	0.000	0.042
ADNP2|XM_034762459.1|mRNA	0.000	0.000	11.019	0.000	15.354	13.146
ADNP|XM_034786602.1|mRNA	0.465	0.945	12.872	2.320	10.237	9.154
ADNP|XM_034786607.1|mRNA	3.834	10.541	7.013	15.631	7.468	3.259
ADNP|XM_034786608.1|mRNA	0.000	1.205	3.809	3.236	4.697	12.971
ADNP|XM_034786609.1|mRNA	0.329	0.447	2.154	0.354	1.771	1.956
ADNP|XM_034786610.1|mRNA	0.598	0.165	49.074	4.791	48.363	31.161
ADORA1|XM_034767578.1|mRNA	1.172	4.690	13.576	6.992	9.437	12.504
ADORA2A|XM_034791319.1|mRNA	0.481	1.720	2.432	4.244	1.200	2.407
ADORA2B|XM_034752301.1|mRNA	0.544	2.750	8.839	10.185	20.901	14.269
ADORA3|XM_034768658.1|mRNA	0.033	0.149	1.067	0.067	2.308	0.843
ADO|XM_034776822.1|mRNA	1.833	6.902	42.385	16.983	40.025	42.068
ADPGK|XM_034783342.1|mRNA	2.784	10.151	49.153	28.073	41.529	47.012
ADPRHL1|XM_034758125.1|mRNA	0.228	0.169	0.174	0.606	0.441	1.690
ADPRH|XM_034791982.1|mRNA	4.905	9.721	5.490	16.148	0.000	0.000
ADPRH|XM_034791988.1|mRNA	0.002	0.559	27.356	0.000	31.623	27.583
ADPRM|XM_034789766.1|mRNA	1.086	3.403	12.299	5.024	7.767	12.673
ADPRM|XM_034789767.1|mRNA	0.981	1.758	2.197	7.800	10.143	2.470
ADPRS|XM_034754179.1|mRNA	2.591	6.498	45.368	16.839	44.787	35.887
ADRA1A|XM_034761810.1|mRNA	0.088	0.215	1.474	0.349	1.230	1.487
ADRA1B|XM_034780413.1|mRNA	0.086	0.849	2.080	0.860	0.961	0.740
ADRA1D|XM_034772548.1|mRNA	0.120	0.377	0.809	0.680	2.022	1.359
ADRA2A|XM_034777563.1|mRNA	0.528	2.625	9.287	6.611	14.774	7.645
ADRA2B|XM_034761714.1|mRNA	0.240	0.077	0.459	0.308	0.573	1.050
ADRA2C|XM_034772158.1|mRNA	0.046	0.204	0.212	0.456	0.000	0.295
ADRB1|XM_034777419.1|mRNA	0.177	0.032	0.324	0.565	1.228	0.673
ADRB2|XM_034778095.1|mRNA	0.796	0.543	4.362	1.307	2.054	3.569
ADRB2|XM_034778096.1|mRNA	1.040	0.422	2.366	0.541	2.054	0.628
ADRB2|XM_034778097.1|mRNA	0.428	0.000	1.345	0.297	5.403	2.479
ADRB3|XM_034761965.1|mRNA	0.497	1.346	3.489	2.329	3.959	3.695
ADRM1|XM_034786596.1|mRNA	8.552	17.076	81.942	50.670	106.377	97.945
ADSL|XM_034775957.1|mRNA	1.892	3.758	35.585	9.253	54.881	40.682
ADSS1|XM_034767898.1|mRNA	3.881	5.329	18.943	7.997	19.013	12.743
ADSS2|XM_034764998.1|mRNA	5.125	16.749	86.715	49.408	83.162	78.576
ADTRP|XM_034762308.1|mRNA	2.251	5.247	31.193	5.437	6.100	9.170
AEBP1|XM_034761693.1|mRNA	0.881	2.518	7.464	7.822	11.055	7.548
AEBP2|XM_034782183.1|mRNA	1.278	10.867	28.505	11.802	30.262	17.266
AEBP2|XM_034782192.1|mRNA	0.089	0.330	1.977	1.451	4.025	1.408
AEBP2|XM_034782200.1|mRNA	3.464	22.655	48.648	32.265	50.442	35.687
AEN|XM_034784687.1|mRNA	0.073	0.209	1.300	1.749	7.448	6.596
AFAP1L1|XM_034780254.1|mRNA	1.529	9.116	4.686	13.477	2.928	2.105
AFAP1L2|XM_034777911.1|mRNA	0.086	0.720	0.051	0.359	1.406	0.000
AFAP1L2|XM_034777913.1|mRNA	0.420	1.097	0.000	5.619	6.335	5.481
AFAP1L2|XM_034777914.1|mRNA	0.648	0.796	0.501	4.906	0.000	0.000
AFAP1L2|XM_034777915.1|mRNA	0.352	0.873	6.136	1.458	0.000	0.000
AFAP1|XM_034771556.1|mRNA	1.436	7.356	33.087	19.920	33.206	30.448
AFDN|XM_034765203.1|mRNA	0.210	0.776	6.412	0.812	1.715	10.216
AFDN|XM_034765206.1|mRNA	0.002	1.069	0.000	0.777	0.000	0.003
AFDN|XM_034765207.1|mRNA	0.010	0.314	0.000	1.994	0.000	0.009
AFDN|XM_034765208.1|mRNA	1.139	0.822	0.000	1.127	0.000	0.000
AFDN|XM_034765209.1|mRNA	0.000	0.140	0.000	2.981	0.000	0.000
AFDN|XM_034765210.1|mRNA	0.000	0.020	5.350	0.000	0.926	0.011
AFDN|XM_034765211.1|mRNA	0.000	0.349	5.402	0.000	9.192	0.000
AFDN|XM_034765212.1|mRNA	0.000	0.016	2.419	0.000	0.000	0.000
AFDN|XM_034765214.1|mRNA	0.938	2.507	4.574	0.111	7.995	10.244
AFDN|XM_034765216.1|mRNA	0.000	0.118	2.033	0.829	0.000	1.806
AFDN|XM_034765217.1|mRNA	2.186	4.675	5.301	20.350	7.672	5.259
AFDN|XM_034765218.1|mRNA	0.004	0.164	0.001	0.000	4.985	1.373
AFDN|XM_034765219.1|mRNA	0.263	0.664	5.222	0.000	0.080	0.005
AFDN|XM_034765220.1|mRNA	0.288	1.735	0.000	5.534	0.352	0.176
AFDN|XM_034765221.1|mRNA	0.002	1.119	0.025	0.000	0.000	0.000
AFDN|XM_034765222.1|mRNA	0.000	1.157	0.007	0.346	0.000	2.495
AFF1|XM_034770702.1|mRNA	0.681	0.000	3.149	0.000	9.605	0.080
AFF1|XM_034770703.1|mRNA	0.481	0.000	1.238	0.000	0.000	0.003
AFF1|XM_034770704.1|mRNA	0.718	0.608	8.704	5.172	6.429	14.131
AFF1|XM_034770706.1|mRNA	0.508	3.642	3.441	1.282	0.000	0.457
AFF1|XM_034770707.1|mRNA	1.469	1.728	2.001	6.242	0.000	0.000
AFF1|XM_034770708.1|mRNA	0.910	1.534	1.815	2.275	0.000	1.791
AFF1|XM_034770709.1|mRNA	0.000	0.877	0.270	0.000	2.452	0.682
AFF2|XM_034781192.1|mRNA	1.103	6.136	22.850	9.498	13.606	12.679
AFF3|XM_034774253.1|mRNA	0.622	5.959	9.091	7.343	4.603	6.235
AFF4|XM_034778015.1|mRNA	0.061	0.012	5.210	0.000	0.880	10.214
AFF4|XM_034778016.1|mRNA	1.194	5.874	16.620	17.123	22.738	9.838
AFF4|XM_034778020.1|mRNA	0.000	0.002	0.010	1.395	0.000	0.027
AFG1L|XM_034765920.1|mRNA	0.339	1.468	1.780	2.551	1.345	2.228
AFG1L|XR_004645173.1|transcript	0.000	0.000	5.249	0.669	2.420	0.852
AFG3L2|XM_034762585.1|mRNA	9.944	23.189	64.022	63.842	62.823	54.207
