SeqID	0dpa_1	0dpa_2	0dpa_3	1dpa_1	1dpa_2	1dpa_3	3dpa_1	3dpa_2	3dpa_3
LOC100489050|rna40033|gene19033|Level=3	0.118	0.476	0.000	0.058	0.165	0.067	0.076	0.324	0.142
LOC100489058|rna3614|gene1128|Level=3	0.000	0.353	0.198	0.767	1.466	0.921	1.610	0.141	0.967
LOC100489067|rna16511|gene5071|Level=3	6.943	9.661	9.814	8.349	6.436	5.508	2.998	4.106	3.965
LOC100489082|rna46481|gene23100|Level=3	0.307	0.758	0.427	0.819	0.851	0.646	0.217	0.293	0.083
LOC100489121|rna22600|gene7011|Level=3	0.633	1.543	0.748	2.023	1.700	1.591	0.553	0.548	0.556
LOC100489138|rna2463|gene772|Level=3	5.496	14.253	7.706	5.477	6.283	6.176	5.673	8.853	5.993
LOC100489234|rna58702|gene30729|Level=3	3.652	2.570	3.885	4.673	5.170	5.456	8.547	9.079	7.914
LOC100489249|rna41991|gene20271|Level=3	63.673	34.788	51.380	103.784	107.786	119.060	116.966	126.943	122.824
LOC100489253|rna41657|gene20077|Level=3	0.752	0.640	0.742	0.751	0.464	0.427	0.709	1.077	0.468
LOC100489259|rna62790|gene33261|Level=3	1.122	0.925	4.991	0.521	0.770	1.189	23.352	17.685	63.334
LOC100489286-like|rna27893|gene8818|Level=3	2.617	4.094	2.679	2.601	3.239	4.237	3.165	3.654	4.580
LOC100489286-like|rna32580|gene13439|Level=3	0.000	0.000	0.563	0.000	0.000	0.000	0.927	0.000	4.803
LOC100489289-like.1|rna32439|gene13303|Level=3	0.113	2.004	0.000	0.000	0.000	0.000	0.146	0.782	0.646
LOC100489315|rna63402|gene33657|Level=3	5.198	7.895	4.696	16.772	15.577	17.834	11.875	10.418	7.902
LOC100489329|rna31537|gene12412|Level=3	0.821	0.949	0.717	0.497	0.593	0.805	0.622	1.011	1.008
LOC100489354|rna62947|gene33364|Level=3	28.872	44.725	29.912	36.438	40.440	46.510	34.068	36.358	38.533
LOC100489417|rna45749|gene22648|Level=3	0.095	0.038	0.074	0.370	0.287	0.503	0.000	0.658	0.091
LOC100489460-like|rna33209|gene14056|Level=3	0.078	0.186	0.000	0.152	0.133	0.044	0.151	0.271	0.056
LOC100489463|rna19228|gene5954|Level=3	0.914	0.182	2.867	0.297	0.346	0.346	0.984	2.467	2.185
LOC100489463|rna32107|gene12974|Level=3	0.670	0.000	0.526	0.218	0.000	0.508	2.310	2.327	2.244
LOC100489478|rna56949|gene29612|Level=3	1.665	2.707	4.451	0.498	0.989	1.204	4.229	5.844	4.180
LOC100489480|gene29046|gene29046|Level=3	0.253	0.038	0.223	0.154	0.180	0.288	0.123	0.147	0.182
LOC100489491|rna48187|gene24167|Level=3	0.000	0.307	0.000	0.125	0.000	0.146	0.000	0.298	0.184
LOC100489533|rna59097|gene30967|Level=3	21.181	28.130	22.174	19.514	20.029	19.037	20.201	22.881	21.444
LOC100489584|rna43183|gene21029|Level=3	3.832	4.543	2.344	4.205	5.176	5.800	3.508	5.320	4.963
LOC100489607|rna33035|gene13890|Level=3	0.000	7.161	0.000	1.545	0.000	0.000	0.000	1.407	1.661
LOC100489607|rna33648|gene14487|Level=3	0.171	0.180	0.000	0.373	0.117	0.188	0.694	0.197	0.378
LOC100489634|rna30418|gene11303|Level=3	0.224	0.464	0.088	0.155	0.254	0.106	0.000	0.129	0.054
LOC100489640|rna29077|gene9982|Level=3	1.120	1.252	2.005	0.529	0.691	1.028	2.068	2.161	1.708
LOC100489674|rna59416|gene31197|Level=3	0.092	0.217	0.218	0.195	0.172	0.246	0.587	0.422	0.277
LOC100489703|rna42411|gene20541|Level=3	1.798	3.475	1.594	1.895	2.040	2.754	0.841	1.839	1.019
LOC100489710|rna42308|gene20481|Level=3	3.547	4.244	2.330	3.221	3.934	3.701	4.489	4.400	4.200
LOC100489732|rna2546|gene802|Level=3	1.049	2.170	1.074	0.949	1.018	1.271	0.702	0.885	0.686
LOC100489737|rna28323|gene9239|Level=3	0.747	3.952	0.659	0.774	0.690	0.690	0.965	1.404	0.469
LOC100489775|rna59751|gene31423|Level=3	2.462	5.105	1.679	5.705	5.433	6.733	5.948	7.803	5.273
LOC100489795|rna15026|gene4616|Level=3	0.000	0.000	0.307	0.254	0.000	0.000	0.169	0.302	0.000
LOC100489805|rna29460|gene10362|Level=3	0.000	0.250	0.251	0.115	0.132	0.115	0.000	0.067	0.086
LOC100489832|rna36604|gene16779|Level=3	5.298	10.107	8.273	5.587	5.200	6.187	3.174	3.567	3.662
LOC100489839|rna56246|gene29192|Level=3	3.083	3.345	9.411	1.963	5.460	3.363	62.824	15.313	61.685
LOC100489859|rna43632|gene21304|Level=3	0.309	0.134	0.298	0.576	0.575	0.832	1.890	2.148	1.493
LOC100489897|rna50268|gene25413|Level=3	2.307	2.766	1.880	1.910	1.655	2.169	2.415	2.789	2.478
LOC100489993|rna28526|gene9440|Level=3	0.436	0.366	0.671	0.102	0.370	0.147	2.112	1.782	2.038
LOC100490015|rna41002|gene19689|Level=3	1.770	2.104	2.332	2.128	2.048	1.509	8.098	7.946	5.117
LOC100490020|rna19081|gene5902|Level=3	1.408	2.200	4.533	2.462	2.686	2.540	2.719	3.315	3.159
LOC100490023|rna49548|gene24962|Level=3	5.505	7.927	8.177	4.117	5.527	7.029	33.829	19.981	30.005
LOC100490181|rna60986|gene32207|Level=3	0.288	0.249	0.249	0.600	0.580	0.700	1.686	1.292	1.292
LOC100490206|rna28313|gene9229|Level=3	0.997	1.635	0.929	1.377	0.661	0.614	0.644	1.202	0.596
LOC100490228|rna48965|gene24603|Level=3	1.550	4.627	1.060	1.340	1.264	1.425	0.670	1.101	0.802
LOC100490257|rna58941|gene30875|Level=3	2.549	5.100	1.913	1.478	1.906	1.955	0.232	0.741	0.478
LOC100490271|rna49606|gene24982|Level=3	0.255	0.320	0.240	0.498	0.348	0.435	0.594	0.355	0.330
LOC100490272|rna39004|gene18330|Level=3	5.620	7.405	5.020	5.367	4.719	4.786	2.659	3.593	3.061
LOC100490281|rna35169|gene15878|Level=3	2.185	1.718	1.914	3.229	3.341	3.474	3.874	4.047	3.934
LOC100490282|rna30301|gene11186|Level=3	4.351	7.617	3.933	4.195	4.752	6.622	3.285	6.610	4.294
LOC100490298|rna54050|gene27813|Level=3	0.875	1.018	0.708	0.794	0.834	1.059	0.631	0.932	0.814
LOC100490302|rna47466|gene23726|Level=3	1.741	3.231	1.936	2.345	2.698	3.469	6.037	5.728	4.723
LOC100490320|rna34705|gene15527|Level=3	0.199	0.322	0.217	0.139	0.162	0.226	0.018	0.099	0.082
LOC100490325|rna30017|gene10907|Level=3	0.060	1.875	0.060	0.088	0.022	0.185	0.081	0.176	0.098
LOC100490339|rna38363|gene17904|Level=3	0.458	0.954	1.147	0.640	0.869	1.098	3.207	2.358	2.622
LOC100490365|rna47365|gene23672|Level=3	2.606	1.014	2.000	1.376	1.444	2.009	1.467	3.026	2.437
LOC100490372|rna52949|gene27145|Level=3	1.747	2.129	1.474	1.976	2.421	2.594	0.546	0.489	2.099
LOC100490418|rna34534|gene15357|Level=3	0.110	0.000	0.301	0.321	0.166	0.208	0.142	0.169	0.105
LOC100490432|rna45083|gene22195|Level=3	1.946	2.802	4.600	0.913	1.711	1.753	2.989	6.924	5.750
LOC100490435|rna11453|gene3486|Level=3	1.621	0.967	5.603	4.149	4.491	13.364	47.011	17.706	115.734
LOC100490457|rna41288|gene19860|Level=3	0.162	0.205	0.133	0.211	0.220	0.104	0.417	0.149	0.000
LOC100490489|rna14323|gene4399|Level=3	98.699	54.588	177.607	2.528	37.504	13.723	99.871	252.906	121.829
LOC100490501|rna33461|gene14303|Level=3	0.110	0.098	0.114	0.106	0.145	0.121	0.122	0.364	0.336
LOC100490516|rna60326|gene31798|Level=3	0.422	0.968	1.164	2.256	2.081	1.743	0.930	1.077	0.819
LOC100490538|rna21405|gene6627|Level=3	15.495	18.817	10.128	6.714	3.261	3.914	0.371	0.332	0.823
LOC100490559|rna53497|gene27479|Level=3	17.523	32.073	15.636	17.879	20.263	24.153	22.122	27.541	20.180
LOC100490569|rna50098|gene25300|Level=3	0.382	0.259	0.379	0.158	0.333	0.409	0.702	0.540	0.245
LOC100490582|rna7084|gene2158|Level=3	13.236	20.856	10.601	10.379	11.479	11.415	14.031	15.578	15.384
LOC100490651|rna10699|gene3262|Level=3	0.650	1.104	1.708	0.633	1.021	0.990	0.357	0.880	0.595
LOC100490667|rna42856|gene20814|Level=3	5.310	10.103	8.565	5.040	5.127	8.536	41.632	32.111	34.832
LOC100490687|rna35227|gene15915|Level=3	10.872	19.524	9.718	10.634	13.082	15.987	14.408	20.582	15.595
LOC100490750|rna45423|gene22414|Level=3	10.006	17.784	10.600	12.048	16.456	18.195	12.455	17.433	13.556
LOC100490786|rna16940|gene5209|Level=3	0.159	0.288	0.104	0.115	0.167	0.181	0.464	0.497	0.456
LOC100490837|rna48190|gene24169|Level=3	6.215	10.884	6.576	11.264	11.155	8.629	13.121	11.676	11.697
LOC100490846|rna13358|gene4091|Level=3	0.239	0.285	0.307	0.318	0.543	0.297	0.281	0.226	0.405
LOC100490853|rna57692|gene30099|Level=3	5.822	9.101	4.173	5.856	6.894	7.916	7.667	8.966	8.423
LOC100490886|rna6950|gene2119|Level=3	0.563	41.383	1.625	1.321	0.941	1.439	1.081	0.804	0.542
LOC100490910|rna53489|gene27473|Level=3	8.001	7.334	40.758	4.401	6.406	12.141	86.271	25.283	149.957
LOC100490911|rna36101|gene16452|Level=3	0.141	0.120	0.051	0.372	0.160	0.434	0.000	0.170	0.115
LOC100490971|rna11994|gene3649|Level=3	0.214	0.075	0.424	1.110	0.997	1.015	0.375	0.075	0.629
LOC100490973|rna62277|gene32971|Level=3	5.387	3.817	3.833	8.469	9.263	11.126	35.098	27.250	24.260
LOC100490986|rna54736|gene28242|Level=3	1.256	1.553	2.725	0.328	0.562	0.536	0.954	3.650	2.189
LOC100491008|rna29374|gene10276|Level=3	0.256	0.366	0.176	0.685	1.097	0.881	0.161	0.316	0.229
LOC100491015|rna42146|gene20378|Level=3	0.912	2.124	0.763	1.529	1.316	1.343	0.929	1.138	1.035
LOC100491025|rna59616|gene31338|Level=3	0.697	1.641	0.531	0.579	0.599	0.420	2.221	3.650	2.240
LOC100491057|rna46408|gene23046|Level=3	5.966	8.300	9.352	5.564	5.596	6.623	0.370	0.301	0.600
LOC100491072|rna28109|gene9030|Level=3	2.085	4.922	1.948	4.925	3.836	3.837	4.473	3.930	3.177
LOC100491137|rna28159|gene9076|Level=3	0.390	0.782	0.164	0.584	0.404	0.549	0.646	0.829	0.653
LOC100491158-like|rna31001|gene11879|Level=3	0.220	0.305	0.129	0.428	0.541	0.291	0.047	0.085	0.052
LOC100491175|rna25619|gene7942|Level=3	0.000	0.789	0.000	0.043	0.087	0.104	0.000	0.035	0.000
LOC100491191|rna38854|gene18232|Level=3	6.122	10.058	5.059	8.718	9.373	10.698	11.364	12.180	10.627
LOC100491209|rna22198|gene6879|Level=3	0.127	0.075	0.099	0.082	0.024	0.072	0.436	0.415	0.575
LOC100491233|rna50896|gene25809|Level=3	21.828	28.628	21.970	25.157	27.451	28.619	23.191	23.516	19.555
LOC100491246|rna53070|gene27214|Level=3	2.306	4.424	2.158	3.583	4.309	2.264	2.597	3.293	3.895
LOC100491247|rna32528|gene13391|Level=3	0.542	0.705	0.174	0.384	0.560	0.448	0.255	0.856	0.566
LOC100491292|rna15608|gene4783|Level=3	2.766	3.225	7.904	2.337	3.144	4.383	12.597	17.315	15.801
LOC100491310|rna27866|gene8792|Level=3	1.287	4.558	1.966	2.510	1.105	2.372	1.060	4.392	0.768
LOC100491312|rna59933|gene31545|Level=3	0.658	1.193	0.593	0.321	0.628	0.374	0.868	0.640	0.542
LOC100491341|rna29855|gene10749|Level=3	0.000	0.163	0.641	0.399	0.000	0.155	0.000	0.315	0.000
LOC100491342|rna38791|gene18187|Level=3	0.064	0.306	0.000	0.000	0.729	0.292	0.829	0.000	0.000
LOC100491349|rna59846|gene31489|Level=3	4.217	5.674	4.887	1.563	3.415	4.050	22.564	38.807	21.121
LOC100491357|rna56369|gene29260|Level=3	1.043	4.818	0.970	0.879	1.686	1.776	1.777	2.760	2.055
LOC100491360|rna53959|gene27758|Level=3	0.129	0.298	0.178	0.137	0.094	0.148	0.251	0.236	0.283
LOC100491368-like|rna28718|gene9629|Level=3	10.191	6.898	8.310	3.181	3.019	3.441	8.757	7.083	8.107
LOC100491408|rna11646|gene3543|Level=3	10.668	3.167	7.343	35.291	32.945	46.002	73.505	60.518	63.270
LOC100491415|rna31048|gene11926|Level=3	0.544	0.793	0.213	0.383	0.446	1.168	1.015	1.364	0.911
LOC100491437|rna25536|gene7908|Level=3	2.082	2.676	1.336	1.055	2.366	1.722	1.433	2.097	1.164
LOC100491454|rna14339|gene4406|Level=3	3.053	8.330	3.250	15.183	20.128	11.227	2.243	4.806	5.146
LOC100491511|rna31477|gene12352|Level=3	0.153	0.305	0.186	0.992	1.021	0.896	0.466	0.530	0.465
LOC100491517|rna26026|gene8055|Level=3	1.059	0.996	0.695	2.165	2.848	3.590	0.553	2.192	0.906
LOC100491574|rna58881|gene30841|Level=3	0.891	0.917	0.580	0.953	0.765	0.895	0.919	0.925	0.882
LOC100491603|rna56870|gene29559|Level=3	0.062	0.035	0.050	0.055	0.067	0.115	0.388	0.299	0.496
LOC100491626|rna29314|gene10217|Level=3	4.956	5.599	3.069	4.323	5.336	4.003	1.011	1.358	0.000
LOC100491693|rna52193|gene26644|Level=3	2.390	3.803	2.398	4.075	3.187	4.255	3.233	3.706	3.441
LOC100491722|rna28462|gene9376|Level=3	0.164	0.455	0.000	0.266	0.124	0.124	0.000	0.000	0.156
LOC100491749|rna35118|gene15847|Level=3	7.416	7.847	5.509	11.178	9.923	9.524	9.420	11.275	10.459
LOC100491788|rna45388|gene22393|Level=3	1.247	1.190	2.275	0.643	1.209	1.785	2.533	1.990	2.746
LOC100491791|rna38982|gene18317|Level=3	12.546	12.916	31.454	4.324	7.033	9.688	9.900	9.560	8.707
LOC100491802|rna29186|gene10091|Level=3	0.571	0.000	0.672	0.139	0.162	0.649	0.184	0.661	1.229
LOC100491804|rna56049|gene29055|Level=3	2.015	1.927	1.860	1.952	1.537	1.803	5.225	4.993	3.873
LOC100491839|rna17404|gene5370|Level=3	5.123	26.394	5.914	10.084	16.478	9.121	0.125	0.783	1.387
LOC100491907|rna10895|gene3329|Level=3	2.641	3.055	2.033	2.934	3.071	4.508	6.417	6.710	6.709
LOC100491909|rna32213|gene13079|Level=3	7.622	10.324	6.214	8.126	8.387	9.934	10.760	10.534	10.455
LOC100491943|rna37066|gene17096|Level=3	0.358	0.223	0.586	1.108	0.708	0.796	0.443	0.576	0.692
LOC100491955|rna29307|gene10210|Level=3	1.055	0.935	0.855	1.360	1.120	1.311	0.022	0.607	0.182
LOC100491987|rna18711|gene5783|Level=3	57.488	49.897	72.941	104.797	113.799	121.218	178.922	141.688	132.499
LOC100492000|rna50804|gene25758|Level=3	0.000	0.000	0.210	0.581	0.000	0.000	0.000	0.087	0.215
LOC100492003|rna31785|gene12658|Level=3	0.122	0.338	0.000	0.158	0.092	0.092	0.994	0.234	1.220
LOC100492013|rna30642|gene11524|Level=3	0.108	0.258	0.170	0.070	0.082	0.082	0.327	1.170	0.829
LOC100492035|rna34213|gene15038|Level=3	1.029	2.230	0.770	0.593	0.691	1.010	0.906	1.569	0.805
LOC100492077|rna60882|gene32127|Level=3	1.754	3.251	2.914	1.988	2.085	2.830	5.160	5.189	4.991
LOC100492080|rna37510|gene17391|Level=3	0.299	1.213	0.810	0.934	0.782	0.646	0.425	0.554	0.429
LOC100492190|rna9401|gene2859|Level=3	0.022	0.257	0.076	0.042	0.098	0.025	0.139	0.524	0.217
LOC100492197|rna4698|gene1452|Level=3	7.576	10.046	5.627	8.069	9.287	9.048	9.247	9.920	8.743
LOC100492346|rna8378|gene2524|Level=3	12.604	19.676	16.415	18.860	21.152	18.927	11.780	30.694	29.438
LOC100492349-like|rna27753|gene8680|Level=3	11.141	13.778	9.630	15.360	12.917	13.022	22.796	19.743	19.177
LOC100492368|rna1210|gene386|Level=3	3.536	4.551	3.346	3.434	3.333	3.186	2.887	2.625	2.546
LOC100492415|rna43195|gene21037|Level=3	26.077	30.249	108.478	77.498	69.885	141.967	129.633	298.405	443.736
LOC100492416|rna30756|gene11638|Level=3	3.498	6.256	2.058	2.528	3.770	2.400	0.078	0.837	0.692
LOC100492428|rna36465|gene16676|Level=3	0.290	0.717	0.303	0.460	0.341	0.573	0.069	0.484	0.293
LOC100492437|rna49213|gene24734|Level=3	1.966	3.228	1.721	2.580	2.335	2.985	4.598	3.944	3.416
LOC100492447|rna34142|gene14967|Level=3	0.000	0.000	0.110	0.183	0.106	0.319	0.000	0.542	0.269
LOC100492467|rna28605|gene9518|Level=3	0.750	1.244	0.340	0.595	0.723	0.362	0.789	0.737	0.523
LOC100492487|rna14722|gene4522|Level=3	8.399	13.747	8.902	9.971	10.928	13.655	9.160	11.733	10.767
LOC100492519|rna58243|gene30419|Level=3	0.630	1.131	0.885	1.910	1.647	2.273	2.217	2.274	1.869
LOC100492529|rna10256|gene3133|Level=3	0.034	0.000	0.121	0.033	0.039	0.078	0.698	0.119	0.540
LOC100492545|rna2567|gene809|Level=3	1.222	0.529	0.617	0.888	0.674	1.166	9.545	6.740	7.920
LOC100492546|rna38724|gene18141|Level=3	0.946	1.167	0.466	1.018	1.000	0.713	1.052	0.954	0.947
LOC100492571|rna17462|gene5386|Level=3	593.574	459.757	532.533	637.391	662.041	581.557	776.802	622.059	721.189
LOC100492583|rna28078|gene9001|Level=3	3.041	7.253	5.036	1.647	1.920	2.433	8.734	7.169	9.697
LOC100492633|rna32672|gene13530|Level=3	2.956	2.421	1.985	3.397	2.503	3.102	2.768	2.812	2.797
LOC100492639-like|rna34348|gene15172|Level=3	6.740	7.690	6.920	23.347	19.135	20.245	20.993	21.529	20.422
LOC100492639|rna45859|gene22716|Level=3	0.059	0.202	0.137	0.491	0.205	0.539	0.651	0.310	0.502
LOC100492643|rna19192|gene5939|Level=3	0.749	1.425	1.082	1.844	1.956	1.703	0.577	1.778	1.301
LOC100492657|rna51224|gene26024|Level=3	0.732	0.786	0.620	1.000	1.099	1.440	0.842	0.763	0.704
LOC100492666|rna62722|gene33215|Level=3	0.028	0.149	0.021	0.037	0.000	0.089	0.308	0.233	0.268
LOC100492669|rna32515|gene13378|Level=3	6.388	7.422	6.794	7.195	6.883	8.298	11.483	9.904	8.844
LOC100492687|rna22214|gene6883|Level=3	12.550	16.624	10.514	12.325	14.216	13.965	11.389	13.491	11.735
LOC100492691|rna31822|gene12695|Level=3	0.495	0.662	0.307	1.061	0.265	0.187	0.319	0.350	0.154
LOC100492700|rna50127|gene25310|Level=3	5.871	12.627	3.164	5.640	8.085	5.691	11.252	7.570	7.907
LOC100492708|rna38168|gene17789|Level=3	0.333	0.227	0.280	0.325	0.433	0.406	60.144	1.074	18.582
LOC100492719|rna32418|gene13283|Level=3	0.126	0.150	0.063	0.035	0.143	0.347	0.162	0.166	0.103
LOC100492749|rna37461|gene17359|Level=3	0.211	0.000	0.284	0.353	0.206	0.378	0.078	0.279	0.087
LOC100492755|rna24647|gene7656|Level=3	9.286	10.956	7.657	9.934	11.892	12.759	20.326	17.060	16.682
LOC100492785|rna32922|gene13777|Level=3	0.665	0.793	1.229	0.741	0.648	0.756	1.105	1.099	0.409
LOC100492795|rna59909|gene31530|Level=3	0.300	0.495	0.896	1.215	1.312	0.918	0.626	0.935	0.828
LOC100492806|rna3701|gene1152|Level=3	2.772	13.460	27.345	0.656	1.582	1.122	0.605	3.522	0.504
LOC100492818|rna61385|gene32426|Level=3	13.152	14.374	10.434	27.325	23.167	18.641	44.939	39.239	35.852
LOC100492839|rna22163|gene6866|Level=3	231.714	227.519	32.071	172.743	185.871	108.464	0.000	110.396	19.555
LOC100492857|rna60517|gene31918|Level=3	0.244	0.437	0.719	0.159	0.139	0.139	0.616	0.660	0.702
LOC100492859|rna47082|gene23494|Level=3	12.278	17.783	11.184	10.660	10.670	12.010	13.348	14.731	15.495
LOC100492897|rna52188|gene26641|Level=3	0.407	0.553	0.998	0.232	0.193	0.592	0.658	1.649	1.168
LOC100492917|rna28797|gene9706|Level=3	8.444	8.234	6.821	8.020	7.641	7.598	8.133	6.536	8.706
LOC100492966|rna14738|gene4528|Level=3	0.182	0.293	0.173	0.972	2.046	1.889	13.779	7.302	4.652
LOC100492971|rna53628|gene27561|Level=3	0.491	1.108	0.347	2.125	1.492	1.543	3.312	1.850	1.333
LOC100492996|rna43186|gene21031|Level=3	0.955	1.484	0.970	0.846	0.839	0.609	0.037	0.268	0.187
LOC100493066|rna28692|gene9604|Level=3	0.524	1.563	0.617	1.022	1.489	1.490	2.032	2.730	1.504
LOC100493066|rna59275|gene31099|Level=3	0.786	1.218	0.555	1.047	2.083	2.054	1.286	2.030	1.202
LOC100493102|rna41891|gene20217|Level=3	5.631	14.583	4.727	6.079	5.109	3.861	7.690	6.126	6.272
LOC100493189|rna37521|gene17402|Level=3	0.294	0.414	0.165	0.158	0.227	0.348	0.382	0.513	0.670
LOC100493190|rna50651|gene25669|Level=3	26.781	45.656	32.823	71.615	86.480	39.078	15.598	34.779	16.631
LOC100493192|rna59644|gene31360|Level=3	0.189	0.213	0.209	0.092	0.222	0.256	0.405	0.499	0.481
LOC100493204|rna35192|gene15894|Level=3	0.373	0.465	0.578	1.685	0.539	1.079	5.210	3.548	2.504
LOC100493216|rna60891|gene32135|Level=3	9.316	15.842	6.827	12.953	7.029	6.510	4.736	5.036	5.149
LOC100493256|rna6841|gene2085|Level=3	0.594	1.299	0.961	0.628	0.591	0.873	0.576	1.948	1.456
LOC100493303|rna40091|gene19082|Level=3	0.411	0.516	0.142	0.528	0.402	0.360	0.986	0.938	0.992
LOC100493309|rna64094|gene34053|Level=3	6.212	10.841	7.203	10.333	11.953	9.164	13.255	13.520	17.209
LOC100493339|rna31883|gene12756|Level=3	0.481	0.626	0.514	0.341	0.621	0.920	0.198	0.694	0.282
LOC100493418|rna60148|gene31675|Level=3	0.802	1.513	0.675	0.858	0.876	1.064	0.705	0.905	0.668
LOC100493420|rna61256|gene32339|Level=3	1.815	2.405	1.635	2.109	1.943	2.623	2.393	3.002	2.530
LOC100493424|rna61785|gene32683|Level=3	2.477	4.856	3.212	2.452	2.550	2.606	6.207	4.890	4.031
LOC100493447|rna2867|gene892|Level=3	0.506	1.057	1.043	0.823	0.671	0.959	2.072	1.123	1.211
LOC100493453|rna56845|gene29537|Level=3	0.946	1.957	1.172	2.871	2.157	1.866	0.834	1.921	1.124
LOC100493464|rna49742|gene25084|Level=3	0.000	0.808	0.100	0.000	0.148	0.000	3.282	0.196	2.186
LOC100493503|rna24888|gene7730|Level=3	0.982	1.369	1.376	0.597	1.093	0.798	2.856	3.028	3.745
LOC100493516|rna54133|gene27872|Level=3	0.699	0.649	0.645	1.388	1.370	1.515	3.226	2.764	2.465
LOC100493522|rna61472|gene32474|Level=3	5.812	7.625	4.340	5.491	5.576	5.369	4.446	5.806	4.443
LOC100493539|rna50452|gene25541|Level=3	0.467	0.936	0.440	0.328	0.510	0.595	0.097	0.584	0.295
LOC100493542|rna50783|gene25743|Level=3	21344.700	17591.700	26193.700	17011.500	17860.700	14092.800	15381.400	15496.900	16009.100
LOC100493549|rna34428|gene15252|Level=3	0.538	1.987	0.443	2.464	1.589	1.406	0.486	0.933	0.694
LOC100493567|rna27301|gene8440|Level=3	2.789	2.982	2.008	1.693	1.962	2.268	8.091	6.304	6.663
LOC100493575|rna21787|gene6746|Level=3	0.470	0.560	0.553	1.146	0.534	0.267	0.000	0.544	0.337
LOC100493615|rna51519|gene26216|Level=3	3.350	3.502	3.178	3.338	2.902	3.809	0.515	1.469	0.783
LOC100493618|rna13141|gene4022|Level=3	22.177	86.337	25.094	31.872	41.852	35.125	22.410	34.771	22.952
LOC100493666|rna16554|gene5086|Level=3	2.003	2.928	1.721	1.596	1.544	2.139	1.778	1.612	1.499
LOC100493719|rna51261|gene26049|Level=3	3.543	1.777	4.167	3.209	3.295	2.055	0.229	0.287	0.305
LOC100493721|rna55162|gene28514|Level=3	3.747	6.505	3.472	5.338	2.184	2.803	1.054	1.707	1.504
LOC100493748|rna62493|gene33083|Level=3	5.789	7.760	12.482	2.512	4.562	6.583	15.194	46.144	25.148
LOC100493754|rna13394|gene4102|Level=3	0.337	0.108	0.568	0.174	0.161	0.218	0.645	0.963	0.556
LOC100493778|rna28564|gene9477|Level=3	0.664	1.780	0.585	0.270	0.754	0.691	0.500	1.088	1.111
LOC100493787|rna63298|gene33597|Level=3	5.876	8.925	4.770	4.827	4.931	5.014	3.806	4.988	3.633
LOC100493797|rna55929|gene28978|Level=3	3.635	4.529	2.821	3.396	3.284	3.357	2.821	3.169	3.006
LOC100493805|rna3584|gene1118|Level=3	0.687	2.265	0.602	0.617	0.873	0.843	0.749	1.138	1.624
LOC100493847|rna53579|gene27524|Level=3	0.525	1.168	0.318	0.437	0.434	0.452	0.599	0.660	0.505
LOC100493862|rna18186|gene5610|Level=3	0.204	0.157	0.099	0.070	0.109	0.150	0.139	0.153	0.103
LOC100493892|rna63001|gene33408|Level=3	0.488	0.533	0.621	0.990	0.970	0.323	0.262	0.799	0.408
LOC100493904|rna31054|gene11932|Level=3	0.268	0.444	0.298	0.189	0.389	0.491	0.173	0.121	0.149
LOC100493904|rna51650|gene26318|Level=3	1.497	2.792	1.373	0.852	1.902	2.253	0.541	0.391	0.263
LOC100493940|rna42778|gene20763|Level=3	1.346	1.273	1.787	1.500	1.104	1.465	5.196	1.870	7.050
LOC100493966|rna41853|gene20197|Level=3	11.829	20.583	10.086	12.372	13.296	14.806	12.000	13.700	12.621
LOC100493968|rna53701|gene27600|Level=3	4.113	5.084	2.750	7.080	8.975	8.128	0.711	1.990	1.290
LOC100493985|rna43861|gene21449|Level=3	0.059	0.145	0.046	0.126	0.108	0.345	0.291	0.359	0.204
LOC100493994|rna36183|gene16505|Level=3	0.774	1.108	1.944	1.258	0.983	0.936	5.420	2.916	6.121
LOC100493999|rna37388|gene17329|Level=3	4.586	8.879	7.954	13.565	9.064	7.107	3.444	3.900	4.161
LOC100494013|rna28097|gene9018|Level=3	1.507	3.007	1.936	1.998	1.414	2.820	5.604	3.158	5.879
LOC100494024|rna56312|gene29229|Level=3	0.135	0.299	0.146	0.150	0.135	0.207	0.275	0.438	0.249
LOC100494067|rna52482|gene26849|Level=3	1.070	0.957	3.392	0.869	1.013	1.656	3.111	3.956	4.095
LOC100494077|rna34284|gene15109|Level=3	0.503	2.306	0.098	0.802	1.510	2.059	3.103	3.350	3.401
LOC100494106|rna48256|gene24216|Level=3	0.332	1.151	0.266	0.287	0.386	0.412	0.478	0.454	0.455
LOC100494124|rna30216|gene11102|Level=3	0.062	0.037	0.326	0.090	0.245	0.070	0.119	0.356	0.221
