SeqID	ctrl_r1	ctrl_r2	0hpa_r1	0hpa_r2	6hpa_r1	24hpa_r1	24hpa_r2	72hpa_r1	72hpa_r2
LOC100489013|rna23225|gene7193|Level=3	11.409	13.655	9.472	12.890	12.038	11.707	17.705	22.129	13.596
LOC100489032|rna29902|gene10796|Level=3	0.265	0.000	0.612	0.229	0.061	0.756	0.580	0.266	3.996
LOC100489050|rna40033|gene19033|Level=3	0.181	0.000	0.355	0.000	0.314	0.000	0.000	0.697	0.000
LOC100489056|rna45868|gene22724|Level=3	0.307	0.137	0.575	0.053	0.010	0.000	0.000	0.000	0.000
LOC100489058|rna3614|gene1128|Level=3	3.466	11.616	7.197	7.630	9.934	2.174	3.167	2.692	8.683
LOC100489067|rna16511|gene5071|Level=3	2.575	4.139	2.871	2.537	3.331	3.632	4.662	6.461	4.871
LOC100489082|rna46481|gene23100|Level=3	0.123	0.266	1.049	0.356	0.303	0.684	0.629	0.554	0.190
LOC100489121|rna22600|gene7011|Level=3	0.092	0.137	0.259	0.641	1.448	0.420	1.051	2.398	3.521
LOC100489138|rna2463|gene772|Level=3	4.152	6.057	7.431	4.943	6.520	6.677	9.724	11.945	10.902
LOC100489168|rna32176|gene13042|Level=3	0.000	0.000	0.148	1.373	0.423	0.060	1.262	0.218	0.101
LOC100489207|rna37708|gene17512|Level=3	1.237	1.774	0.983	0.826	1.093	0.144	1.222	0.595	0.182
LOC100489234|rna58702|gene30729|Level=3	6.149	12.881	16.062	14.341	18.839	21.337	35.829	25.897	29.352
LOC100489249|rna41991|gene20271|Level=3	70.130	43.350	40.283	69.951	101.628	180.563	142.223	139.763	95.153
LOC100489253|rna41657|gene20077|Level=3	0.320	0.000	0.066	0.066	0.361	0.466	0.421	0.502	0.103
LOC100489259|rna62790|gene33261|Level=3	540.786	485.366	590.134	283.305	679.612	445.542	349.336	208.442	200.689
LOC100489286-like|rna27893|gene8818|Level=3	3.631	5.336	3.926	4.200	4.900	4.196	4.512	6.822	4.854
LOC100489315|rna63402|gene33657|Level=3	2.120	3.260	2.666	3.854	5.268	6.135	1.862	0.990	0.849
LOC100489329|rna31537|gene12412|Level=3	0.262	0.333	0.165	0.531	0.678	0.727	1.393	1.877	0.089
LOC100489354|rna62947|gene33364|Level=3	20.412	15.077	13.005	24.550	29.889	38.266	31.674	37.975	35.268
LOC100489417|rna45749|gene22648|Level=3	0.101	0.252	0.380	0.059	0.282	0.051	0.103	0.239	0.173
LOC100489460-like|rna33209|gene14056|Level=3	0.084	0.125	0.000	0.000	0.182	0.190	0.318	0.460	0.107
LOC100489463|rna19228|gene5954|Level=3	1.956	4.862	4.882	4.813	2.451	6.188	2.973	3.333	1.254
LOC100489463|rna32107|gene12974|Level=3	2.153	3.210	8.507	4.154	3.836	10.168	3.998	5.454	0.613
LOC100489478|rna56949|gene29612|Level=3	19.946	49.163	66.069	50.963	56.644	52.881	63.823	31.478	36.770
LOC100489480|gene29046|gene29046|Level=3	0.474	0.657	0.190	0.294	0.498	0.515	0.515	0.160	0.261
LOC100489491|rna48187|gene24167|Level=3	5.093	4.721	3.607	1.913	3.311	0.418	0.209	0.325	0.000
LOC100489533|rna59097|gene30967|Level=3	18.339	20.942	14.996	16.111	17.909	16.137	18.923	21.650	15.807
LOC100489553|rna60098|gene31648|Level=3	0.367	0.066	0.488	0.000	0.191	0.268	0.198	0.994	0.523
LOC100489584|rna43183|gene21029|Level=3	1.758	1.538	0.746	2.035	2.161	2.455	3.277	3.686	2.705
LOC100489607|rna33035|gene13890|Level=3	0.000	0.000	4.805	0.000	1.525	0.714	0.000	0.071	18.300
LOC100489607|rna33648|gene14487|Level=3	0.194	0.000	0.000	0.619	0.257	0.412	0.000	0.000	0.405
LOC100489640|rna29077|gene9982|Level=3	7.484	16.425	14.367	13.243	12.636	13.233	17.941	12.283	8.352
LOC100489674|rna59416|gene31197|Level=3	0.795	0.672	0.362	0.282	0.764	0.368	1.092	1.143	0.415
LOC100489703|rna42411|gene20541|Level=3	0.368	0.491	0.523	0.698	0.661	0.650	0.874	1.051	0.788
LOC100489710|rna42308|gene20481|Level=3	3.240	2.956	3.700	3.840	4.661	3.897	6.279	4.989	2.835
LOC100489732|rna2546|gene802|Level=3	0.531	0.705	0.569	0.427	0.541	0.573	0.625	0.599	0.593
LOC100489737|rna28323|gene9239|Level=3	0.300	0.522	0.374	0.434	0.484	0.379	0.228	1.061	1.281
LOC100489775|rna59751|gene31423|Level=3	8.594	10.252	7.221	6.037	9.341	12.236	11.666	12.583	7.934
LOC100489795|rna15026|gene4616|Level=3	1.675	0.625	1.568	3.152	1.073	0.424	0.637	0.110	0.000
LOC100489832|rna36604|gene16779|Level=3	0.155	0.308	0.097	3.224	0.775	1.487	1.645	4.864	4.892
LOC100489839|rna56246|gene29192|Level=3	31.544	60.607	45.773	37.798	91.596	37.194	39.352	113.093	229.088
LOC100489859|rna43632|gene21304|Level=3	0.934	0.314	0.620	0.366	0.986	0.320	0.275	0.118	0.000
LOC100489867|rna28727|gene9638|Level=3	0.456	0.000	0.000	0.396	0.152	0.000	0.000	0.000	0.000
LOC100489882|rna57582|gene30029|Level=3	0.207	0.000	0.000	0.000	0.037	0.402	0.109	0.452	0.112
LOC100489897|rna50268|gene25413|Level=3	1.490	0.823	0.465	0.935	2.577	1.906	4.088	2.745	2.088
LOC100489931|rna30831|gene11712|Level=3	0.272	0.114	0.187	0.000	0.145	0.198	0.148	0.362	0.454
LOC100489993|rna28526|gene9440|Level=3	0.657	3.439	4.875	3.172	2.676	5.735	19.826	6.550	23.873
LOC100490015|rna41002|gene19689|Level=3	1.199	1.457	2.359	3.404	3.470	2.020	3.878	14.442	122.720
LOC100490020|rna19081|gene5902|Level=3	0.416	1.395	1.492	1.204	5.969	1.342	1.817	3.106	4.000
LOC100490023|rna49548|gene24962|Level=3	6.094	17.916	11.483	33.227	15.616	12.439	37.454	60.950	51.376
LOC100490089|rna50636|gene25657|Level=3	0.922	0.963	0.380	0.769	0.210	0.420	0.364	0.087	0.095
LOC100490181|rna60986|gene32207|Level=3	220.570	19.631	61.925	13.224	40.292	34.345	17.717	22.292	12.120
LOC100490206|rna28313|gene9229|Level=3	0.222	0.133	0.000	0.309	0.847	0.608	1.284	1.364	2.510
LOC100490207|rna44047|gene21533|Level=3	0.136	0.202	0.145	0.056	0.274	0.137	0.118	0.097	0.050
LOC100490228|rna48965|gene24603|Level=3	1.703	0.795	1.170	0.833	1.588	2.053	0.999	0.809	0.359
LOC100490257|rna58941|gene30875|Level=3	3.721	4.107	12.640	46.576	7.701	4.181	3.367	1.838	2.599
LOC100490271|rna49606|gene24982|Level=3	0.478	0.163	0.435	0.309	0.575	0.706	0.602	0.290	0.491
LOC100490272|rna39004|gene18330|Level=3	0.469	0.487	0.229	0.248	0.531	0.526	0.496	1.315	1.307
LOC100490281|rna35169|gene15878|Level=3	2.587	2.448	2.352	1.685	5.444	4.853	4.971	6.513	5.264
LOC100490282|rna30301|gene11186|Level=3	1.361	1.129	1.125	1.809	1.232	1.469	2.068	2.293	1.673
LOC100490298|rna54050|gene27813|Level=3	1.299	1.168	1.309	1.103	1.748	1.063	0.740	0.722	0.398
LOC100490302|rna47466|gene23726|Level=3	1.742	2.971	2.474	1.801	3.156	1.667	1.195	1.332	0.574
LOC100490311|rna31034|gene11912|Level=3	0.054	0.161	0.000	0.094	0.995	0.000	0.247	0.043	0.000
LOC100490325|rna30017|gene10907|Level=3	0.018	0.054	0.068	0.095	0.445	0.609	0.352	0.356	0.520
LOC100490332|rna12471|gene3821|Level=3	0.357	0.167	1.247	0.000	6.925	1.587	0.633	0.923	0.000
LOC100490339|rna38363|gene17904|Level=3	6.122	7.603	7.406	6.496	13.143	8.462	16.263	16.087	13.654
LOC100490365|rna47365|gene23672|Level=3	4.460	3.290	4.234	0.925	1.770	2.672	0.694	7.906	8.895
LOC100490372|rna52949|gene27145|Level=3	0.311	0.474	0.094	0.172	0.363	0.153	0.483	0.316	0.326
LOC100490418|rna34534|gene15357|Level=3	0.000	0.058	0.000	0.204	0.392	0.000	0.297	0.615	0.301
LOC100490432|rna45083|gene22195|Level=3	4.402	6.509	8.938	7.713	8.640	9.935	7.734	16.254	15.774
LOC100490435|rna11453|gene3486|Level=3	46.428	88.487	61.729	127.175	63.282	43.480	50.443	430.127	173.602
LOC100490457|rna41288|gene19860|Level=3	0.319	0.313	0.295	0.203	0.106	0.681	1.228	2.482	0.951
LOC100490489|rna14323|gene4399|Level=3	2.545	18.727	48.900	14.177	9.004	55.869	89.993	110.612	910.894
LOC100490501|rna33461|gene14303|Level=3	1.138	1.780	1.644	1.083	0.429	1.952	2.095	1.607	2.299
LOC100490516|rna60326|gene31798|Level=3	0.738	0.575	2.221	0.724	3.133	3.020	2.583	3.255	3.456
LOC100490538|rna21405|gene6627|Level=3	0.614	0.916	0.575	0.533	0.205	2.798	0.000	0.000	2.363
LOC100490559|rna53497|gene27479|Level=3	23.866	34.948	26.121	21.022	31.794	27.186	35.251	41.191	27.722
LOC100490582|rna7084|gene2158|Level=3	9.273	14.602	5.917	11.263	10.633	11.125	14.141	17.692	11.059
LOC100490651|rna10699|gene3262|Level=3	0.651	0.596	1.025	0.900	0.722	0.539	0.292	0.756	0.380
LOC100490667|rna42856|gene20814|Level=3	53.568	93.965	91.301	77.042	115.437	122.007	161.829	251.820	154.702
LOC100490687|rna35227|gene15915|Level=3	8.816	7.914	5.071	8.177	11.070	10.320	11.493	17.741	10.109
LOC100490750|rna45423|gene22414|Level=3	11.973	8.841	6.816	10.319	14.717	14.896	17.053	19.444	10.421
LOC100490786|rna16940|gene5209|Level=3	1.619	1.381	2.843	1.423	2.728	2.621	1.858	3.220	1.406
LOC100490809|rna62480|gene33076|Level=3	0.325	0.315	0.000	0.094	0.119	0.186	0.110	0.047	0.349
LOC100490811|rna18733|gene5791|Level=3	0.288	0.385	0.127	0.000	0.926	0.667	0.118	0.177	0.137
LOC100490837|rna48190|gene24169|Level=3	18.954	30.661	23.252	17.064	27.465	21.054	49.307	35.099	39.444
LOC100490846|rna13358|gene4091|Level=3	0.745	0.867	0.653	0.121	0.622	0.635	1.166	0.567	0.656
LOC100490853|rna57692|gene30099|Level=3	6.841	5.779	2.971	5.459	8.160	7.414	9.616	10.524	8.947
LOC100490886|rna6950|gene2119|Level=3	0.193	0.000	0.000	0.711	0.146	0.080	0.124	0.152	0.000
LOC100490894|rna31859|gene12732|Level=3	0.071	0.265	0.208	0.203	0.025	0.058	0.324	0.231	0.273
LOC100490898|rna57184|gene29773|Level=3	0.304	0.348	0.076	0.035	0.139	0.231	0.015	0.064	0.104
LOC100490910|rna53489|gene27473|Level=3	38.852	139.417	65.799	150.789	65.286	40.343	133.091	171.292	308.056
LOC100490971|rna11994|gene3649|Level=3	0.000	0.000	0.045	0.058	2.824	5.243	0.720	0.312	0.480
LOC100490973|rna62277|gene32971|Level=3	7.427	7.497	4.719	2.543	5.967	4.171	4.542	5.887	3.368
LOC100490986|rna54736|gene28242|Level=3	0.229	0.324	0.407	0.397	0.264	0.597	0.636	2.834	2.577
LOC100491008|rna29374|gene10276|Level=3	0.802	1.287	1.450	1.923	0.965	1.617	2.363	1.690	1.074
LOC100491015|rna42146|gene20378|Level=3	0.548	0.975	1.065	1.321	1.461	2.013	2.251	3.537	3.112
LOC100491025|rna59616|gene31338|Level=3	9.114	11.534	8.883	8.676	12.197	13.142	12.270	15.733	8.859
LOC100491057|rna46408|gene23046|Level=3	0.000	0.538	0.155	0.673	0.074	1.219	0.674	0.958	0.994
LOC100491058|rna47851|gene23960|Level=3	0.000	0.710	0.000	0.282	0.320	0.000	0.000	0.068	0.000
LOC100491072|rna28109|gene9030|Level=3	1.795	0.995	1.766	2.798	3.937	2.586	5.246	6.749	5.725
LOC100491137|rna28159|gene9076|Level=3	0.960	3.343	4.504	1.314	2.423	4.336	5.209	4.538	2.863
LOC100491158-like|rna31001|gene11879|Level=3	0.039	0.292	0.147	0.136	0.484	0.059	0.060	0.216	0.201
LOC100491183|rna32759|gene13616|Level=3	0.099	0.222	0.093	0.060	0.149	0.150	0.301	0.493	0.000
LOC100491191|rna38854|gene18232|Level=3	9.984	7.106	5.853	7.165	9.342	10.097	12.070	13.596	10.407
LOC100491209|rna22198|gene6879|Level=3	0.836	0.303	0.169	0.314	1.162	0.411	0.549	0.515	0.348
LOC100491233|rna50896|gene25809|Level=3	28.142	15.563	22.840	18.307	21.321	19.235	21.067	21.147	22.238
LOC100491246|rna53070|gene27214|Level=3	3.416	5.953	3.337	2.691	1.066	3.532	3.304	3.773	5.227
LOC100491247|rna32528|gene13391|Level=3	0.317	0.630	0.395	0.092	0.564	0.561	0.160	0.622	0.406
LOC100491292|rna15608|gene4783|Level=3	59.742	92.962	68.823	52.233	85.840	69.396	63.487	79.430	28.498
LOC100491310|rna27866|gene8792|Level=3	0.257	0.000	0.000	0.000	0.277	0.936	1.727	6.791	1.468
LOC100491312|rna59933|gene31545|Level=3	0.202	0.458	0.210	0.403	0.285	0.364	0.717	0.872	0.653
LOC100491342|rna38791|gene18187|Level=3	0.618	0.410	0.000	0.000	0.115	0.208	0.313	0.000	0.000
LOC100491349|rna59846|gene31489|Level=3	46.309	58.326	54.985	51.591	75.623	64.857	81.192	98.668	58.289
LOC100491357|rna56369|gene29260|Level=3	2.479	0.359	0.714	0.144	0.679	0.458	0.728	0.825	0.621
LOC100491360|rna53959|gene27758|Level=3	0.757	0.377	0.491	0.211	0.508	0.576	0.585	0.394	0.663
LOC100491368-like|rna28718|gene9629|Level=3	7.705	1.987	1.887	1.469	1.624	4.783	4.432	3.567	2.632
LOC100491408|rna11646|gene3543|Level=3	47.137	44.755	43.449	46.137	25.948	34.486	39.845	36.812	28.791
LOC100491415|rna31048|gene11926|Level=3	1.294	2.412	1.453	1.292	1.848	1.817	2.163	2.849	1.410
LOC100491437|rna25536|gene7908|Level=3	1.766	3.410	2.222	1.760	3.124	1.978	2.903	3.983	1.039
LOC100491454|rna14339|gene4406|Level=3	0.945	1.068	2.138	2.960	2.316	3.183	4.849	4.098	5.331
LOC100491511|rna31477|gene12352|Level=3	1.043	1.926	1.757	1.420	0.765	1.837	5.062	3.412	2.027
LOC100491517|rna26026|gene8055|Level=3	0.218	0.163	0.000	0.189	0.598	0.298	0.232	0.257	0.280
LOC100491574|rna58881|gene30841|Level=3	0.617	0.738	0.550	0.505	0.806	0.953	0.753	1.094	0.591
LOC100491603|rna56870|gene29559|Level=3	1.665	0.967	2.248	0.824	1.993	1.267	0.934	2.668	1.903
LOC100491626|rna29314|gene10217|Level=3	0.000	0.416	0.000	0.242	0.000	0.424	0.000	0.110	0.000
LOC100491652|rna33930|gene14759|Level=3	0.260	0.243	0.365	0.452	0.772	0.049	0.099	0.000	0.000
LOC100491693|rna52193|gene26644|Level=3	2.466	3.844	2.524	2.849	2.452	3.698	2.777	4.734	2.771
LOC100491722|rna28462|gene9376|Level=3	0.175	0.435	0.109	0.101	0.195	0.089	0.355	1.101	0.150
LOC100491749|rna35118|gene15847|Level=3	12.382	8.727	11.208	9.976	13.751	13.369	16.840	19.578	11.813
LOC100491788|rna45388|gene22393|Level=3	6.979	8.992	12.680	10.054	9.338	3.876	5.012	14.560	8.566
LOC100491791|rna38982|gene18317|Level=3	52.584	61.383	48.184	26.855	25.334	24.473	16.386	24.857	10.704
LOC100491802|rna29186|gene10091|Level=3	0.153	0.000	0.286	0.000	0.000	0.000	0.232	0.841	0.000
LOC100491804|rna56049|gene29055|Level=3	6.178	4.644	7.230	5.008	6.651	6.974	9.311	9.350	12.786
LOC100491839|rna17404|gene5370|Level=3	0.517	0.309	0.194	0.539	0.104	0.314	0.157	0.244	0.265
LOC100491907|rna10895|gene3329|Level=3	4.161	3.151	4.377	2.284	3.577	3.921	3.425	3.168	2.698
LOC100491909|rna32213|gene13079|Level=3	8.934	7.165	6.647	7.978	12.215	11.526	12.015	13.192	8.797
LOC100491943|rna37066|gene17096|Level=3	0.050	0.099	0.000	0.058	0.239	0.101	0.304	0.904	0.427
LOC100491987|rna18711|gene5783|Level=3	31.231	30.885	23.409	20.112	32.609	19.891	12.971	21.747	11.030
LOC100492003|rna31785|gene12658|Level=3	6.070	17.458	3.003	5.648	1.985	3.555	9.620	5.864	1.112
LOC100492013|rna30642|gene11524|Level=3	0.193	0.173	0.000	0.134	0.026	0.000	0.294	0.091	0.198
LOC100492035|rna34213|gene15038|Level=3	0.701	1.642	0.375	1.217	1.187	0.912	2.738	2.558	0.642
LOC100492039|rna31236|gene12112|Level=3	0.210	0.000	0.000	0.244	0.187	0.213	0.000	1.048	0.000
LOC100492077|rna60882|gene32127|Level=3	4.436	11.916	10.914	8.055	13.567	9.218	19.412	13.214	15.752
LOC100492080|rna37510|gene17391|Level=3	0.160	0.239	0.120	0.278	0.407	0.438	0.341	1.335	0.739
LOC100492197|rna4698|gene1452|Level=3	6.882	5.712	2.930	5.213	7.031	6.756	8.037	9.067	5.750
LOC100492305|rna31404|gene12279|Level=3	0.000	0.157	0.000	0.000	0.303	0.476	0.000	0.430	0.000
LOC100492346|rna8378|gene2524|Level=3	4.926	3.088	3.054	3.869	5.389	16.578	13.780	26.052	21.968
LOC100492349-like|rna27753|gene8680|Level=3	37.068	27.077	34.038	28.707	46.967	38.970	46.389	46.564	42.079
LOC100492368|rna1210|gene386|Level=3	1.518	1.717	1.195	1.554	2.804	2.573	3.333	2.670	2.427
LOC100492388|rna20583|gene6369|Level=3	0.000	0.197	0.655	0.000	0.378	0.265	0.195	0.269	0.124
LOC100492415|rna43195|gene21037|Level=3	1221.550	893.770	1005.320	1056.130	2110.390	1895.750	1183.480	451.525	46.369
LOC100492416|rna30756|gene11638|Level=3	0.000	0.096	0.121	0.112	0.129	0.000	0.294	0.305	0.000
LOC100492428|rna36465|gene16676|Level=3	0.310	0.360	3.634	1.097	2.169	0.907	0.559	0.533	0.589
LOC100492437|rna49213|gene24734|Level=3	2.170	1.890	1.704	1.062	2.642	0.885	0.741	0.613	0.355
LOC100492467|rna28605|gene9518|Level=3	0.464	0.877	1.008	1.885	0.671	1.401	2.123	3.805	1.080
LOC100492487|rna14722|gene4522|Level=3	6.937	6.030	9.085	6.539	5.618	5.288	7.728	8.203	6.884
LOC100492519|rna58243|gene30419|Level=3	3.160	4.353	3.667	3.389	6.344	4.304	6.690	6.073	5.800
LOC100492529|rna10256|gene3133|Level=3	0.146	0.328	0.617	0.318	0.636	0.056	0.501	1.641	0.469
LOC100492545|rna2567|gene809|Level=3	18.911	18.184	16.383	9.899	16.190	14.712	15.531	8.497	4.714
LOC100492546|rna38724|gene18141|Level=3	1.089	1.271	0.969	1.513	1.756	1.473	2.445	2.227	1.298
LOC100492571|rna17462|gene5386|Level=3	947.299	890.319	869.985	862.609	914.383	1040.060	761.534	656.850	835.589
LOC100492583|rna28078|gene9001|Level=3	53.778	58.800	45.819	56.127	74.734	43.205	61.202	51.670	30.925
LOC100492632|rna42889|gene20840|Level=3	0.000	0.000	0.486	0.168	0.000	0.308	0.000	0.599	0.000
LOC100492633|rna32672|gene13530|Level=3	0.813	0.541	0.322	1.196	1.145	0.954	2.809	2.768	1.342
LOC100492639-like|rna34348|gene15172|Level=3	7.493	11.771	5.519	5.822	18.120	11.517	22.843	12.819	12.240
LOC100492639|rna45859|gene22716|Level=3	0.583	1.364	0.598	0.102	0.344	0.631	0.985	0.425	0.724
LOC100492643|rna19192|gene5939|Level=3	0.464	0.524	0.448	0.586	1.198	0.939	0.983	1.537	1.839
LOC100492657|rna51224|gene26024|Level=3	1.788	3.297	4.021	1.702	2.457	2.797	4.003	2.860	1.508
LOC100492666|rna62722|gene33215|Level=3	0.699	0.315	0.245	0.156	0.558	0.865	0.496	0.320	0.541
LOC100492669|rna32515|gene13378|Level=3	1.887	1.999	0.621	0.793	1.368	1.170	2.269	2.920	1.350
LOC100492687|rna22214|gene6883|Level=3	8.492	12.762	10.092	8.526	8.816	8.701	11.290	10.813	10.398
LOC100492691|rna31822|gene12695|Level=3	0.115	0.000	0.215	0.000	0.105	0.698	0.656	1.054	0.382
LOC100492700|rna50127|gene25310|Level=3	28.086	33.634	31.985	26.052	33.257	30.184	11.682	7.170	13.917
LOC100492708|rna38168|gene17789|Level=3	0.153	0.418	0.286	0.089	2.120	0.387	87.952	327.841	0.261
LOC100492749|rna37461|gene17359|Level=3	0.000	0.000	0.000	0.505	0.367	0.000	0.196	0.000	0.000
LOC100492755|rna24647|gene7656|Level=3	7.174	7.244	4.919	7.656	7.474	7.611	8.301	10.330	8.202
LOC100492785|rna32922|gene13777|Level=3	0.102	0.152	0.000	0.000	0.238	0.154	0.309	0.160	0.000
LOC100492795|rna59909|gene31530|Level=3	0.222	0.368	0.139	0.730	2.047	1.463	1.990	2.331	1.521
LOC100492806|rna3701|gene1152|Level=3	99.389	9.504	17.962	5.634	5.995	5.001	1.387	0.635	1.354
LOC100492818|rna61385|gene32426|Level=3	16.421	13.993	10.147	5.133	10.628	8.398	3.969	4.982	8.196
LOC100492839|rna22163|gene6866|Level=3	0.000	0.000	0.000	0.000	14.624	0.000	22.172	11.472	0.000
LOC100492857|rna60517|gene31918|Level=3	0.131	0.000	0.000	0.000	0.276	0.199	0.464	0.480	2.237
LOC100492859|rna47082|gene23494|Level=3	7.587	9.679	7.438	7.963	11.378	11.683	12.841	22.590	13.326
LOC100492897|rna52188|gene26641|Level=3	10.667	16.070	11.786	12.386	15.680	11.324	13.450	13.176	2.422
LOC100492917|rna28797|gene9706|Level=3	10.407	8.299	7.683	10.516	9.647	9.195	8.251	6.846	5.485
LOC100492966|rna14738|gene4528|Level=3	0.286	0.556	0.439	1.107	1.245	3.992	3.969	7.015	6.031
LOC100492971|rna53628|gene27561|Level=3	0.153	0.442	0.340	0.133	0.109	0.247	0.203	0.286	0.147
LOC100493066|rna28692|gene9604|Level=3	3.367	3.766	2.626	2.924	3.844	0.852	0.000	0.000	0.000
LOC100493066|rna59275|gene31099|Level=3	3.055	2.132	2.833	1.996	2.716	2.043	0.596	0.353	0.288
LOC100493093|rna36516|gene16711|Level=3	0.367	0.725	0.000	0.154	0.330	0.000	0.000	0.621	0.000
LOC100493102|rna41891|gene20217|Level=3	4.089	2.403	2.185	2.587	3.065	3.553	3.432	2.827	3.990
LOC100493117|rna32555|gene13415|Level=3	0.000	0.315	0.853	0.000	0.000	0.000	0.000	0.000	0.000
LOC100493189|rna37521|gene17402|Level=3	0.351	0.234	0.444	0.675	0.338	0.455	0.616	0.241	0.235
LOC100493190|rna50651|gene25669|Level=3	11.124	10.847	12.334	18.430	16.282	11.173	28.739	90.697	112.367
LOC100493192|rna59644|gene31360|Level=3	0.253	0.869	1.059	0.681	0.945	0.875	0.983	0.965	1.287
LOC100493204|rna35192|gene15894|Level=3	0.254	0.568	0.068	0.220	0.642	1.625	4.354	3.394	6.465
LOC100493216|rna60891|gene32135|Level=3	0.817	1.341	1.224	1.562	0.492	0.496	2.733	7.584	5.031
LOC100493256|rna6841|gene2085|Level=3	4.294	3.360	2.084	1.565	1.877	6.036	2.135	5.606	6.321
LOC100493258|rna31155|gene12032|Level=3	0.057	0.509	0.106	0.000	0.019	0.000	0.173	0.134	0.146
LOC100493303|rna40091|gene19082|Level=3	4.223	0.823	2.206	2.236	3.065	3.247	2.999	2.662	4.017
LOC100493309|rna64094|gene34053|Level=3	0.090	0.000	0.000	0.000	0.000	0.000	15.299	12.561	0.000
LOC100493376|rna5879|gene1797|Level=3	3.445	0.151	0.759	1.232	0.779	0.154	0.462	0.000	0.000
LOC100493418|rna60148|gene31675|Level=3	0.253	0.000	0.197	0.088	0.270	0.264	0.564	0.739	0.447
LOC100493420|rna61256|gene32339|Level=3	2.242	2.975	2.041	2.206	2.013	1.720	2.279	2.709	1.466
LOC100493424|rna61785|gene32683|Level=3	13.441	11.751	17.866	11.234	12.703	13.862	11.908	13.208	12.203
LOC100493447|rna2867|gene892|Level=3	0.361	0.606	0.507	7.767	0.996	5.761	6.041	1.137	0.579
LOC100493453|rna56845|gene29537|Level=3	0.423	0.470	0.653	0.676	4.475	1.812	3.241	4.182	3.956
LOC100493464|rna49742|gene25084|Level=3	1572.370	443.655	299.822	113.376	205.427	210.699	84.857	10.205	1.394
LOC100493503|rna24888|gene7730|Level=3	33.625	45.480	29.954	32.547	28.840	24.192	36.995	21.528	20.867
LOC100493516|rna54133|gene27872|Level=3	3.063	0.625	0.867	1.425	1.442	1.555	1.944	1.244	2.286
LOC100493522|rna61472|gene32474|Level=3	6.350	5.503	4.332	4.546	8.488	5.977	6.906	8.476	5.434
LOC100493542|rna50783|gene25743|Level=3	8502.700	6784.970	6613.850	7846.890	7518.510	10485.400	9795.180	10138.400	10190.600
LOC100493567|rna27301|gene8440|Level=3	10.963	8.222	6.462	5.498	7.666	8.709	8.394	5.897	4.059
LOC100493575|rna21787|gene6746|Level=3	0.503	0.375	0.000	0.000	0.168	1.528	0.382	0.000	0.000
LOC100493615|rna51519|gene26216|Level=3	0.569	0.518	1.094	0.631	0.686	0.192	0.504	0.224	0.891
LOC100493666|rna16554|gene5086|Level=3	0.597	0.417	0.209	0.324	0.293	0.396	0.340	0.674	0.239
LOC100493719|rna51261|gene26049|Level=3	0.341	0.000	0.213	0.197	0.291	0.288	0.115	0.060	0.000
LOC100493721|rna55162|gene28514|Level=3	0.748	0.863	0.195	0.325	0.537	0.140	0.442	0.584	0.853
LOC100493748|rna62493|gene33083|Level=3	3.913	23.652	28.146	48.455	25.547	24.911	31.062	27.259	10.536
LOC100493754|rna13394|gene4102|Level=3	0.264	0.970	0.448	0.794	1.348	0.254	0.109	0.878	0.825
LOC100493757|rna30502|gene11384|Level=3	0.114	0.141	0.249	0.231	0.108	0.029	0.000	0.134	0.000
LOC100493787|rna63298|gene33597|Level=3	2.574	2.112	2.024	2.169	1.603	2.497	3.425	4.191	1.953
LOC100493797|rna55929|gene28978|Level=3	1.364	1.571	0.683	1.150	1.476	1.723	2.628	3.750	2.148
LOC100493805|rna3584|gene1118|Level=3	5.900	4.797	6.426	4.134	8.699	3.942	2.126	0.703	0.259
LOC100493847|rna53579|gene27524|Level=3	0.421	0.557	0.925	3.628	0.642	0.398	0.389	0.488	0.388
LOC100493885|rna2321|gene728|Level=3	0.135	0.000	0.420	0.468	0.495	0.273	0.205	0.000	0.345
LOC100493892|rna63001|gene33408|Level=3	0.261	1.946	1.709	1.133	1.148	1.254	1.917	1.402	1.004
LOC100493904|rna31054|gene11932|Level=3	0.287	0.451	0.089	0.221	0.474	0.242	0.799	1.090	0.409
LOC100493904|rna51650|gene26318|Level=3	0.361	1.219	0.691	0.382	0.604	0.406	1.015	1.946	0.443
